NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	Details ...	33	0.59662956	1.8587193	0.001610306	1.0	0.662	620	tags=58%, list=28%, signal=79%	
GOBP_PROTEIN_TARGETING	GOBP_PROTEIN_TARGETING	Details ...	33	0.5815349	1.823996	0.0015772871	0.8409927	0.809	185	tags=30%, list=8%, signal=33%	
GOBP_NITROGEN_COMPOUND_TRANSPORT	GOBP_NITROGEN_COMPOUND_TRANSPORT	Details ...	234	0.42416847	1.7781032	0.0	0.95988107	0.942	330	tags=28%, list=15%, signal=30%	
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	Details ...	20	0.627281	1.756269	0.01650165	0.91183805	0.968	473	tags=50%, list=21%, signal=63%	
GOBP_MONOATOMIC_ANION_TRANSPORT	GOBP_MONOATOMIC_ANION_TRANSPORT	Details ...	15	0.67243975	1.7558779	0.010968922	0.7318759	0.968	514	tags=60%, list=23%, signal=77%	
GOBP_PROTEIN_TRANSPORT	GOBP_PROTEIN_TRANSPORT	Details ...	182	0.42420417	1.74817	0.0	0.6543762	0.979	330	tags=29%, list=15%, signal=31%	
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	Details ...	46	0.5172774	1.7440337	0.0045941807	0.5843667	0.982	620	tags=52%, list=28%, signal=71%	
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	Details ...	15	0.6548821	1.7236183	0.01576182	0.6276288	0.99	181	tags=40%, list=8%, signal=43%	
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	Details ...	32	0.55192167	1.7219515	0.010869565	0.5666737	0.99	187	tags=31%, list=8%, signal=34%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	Details ...	217	0.40692088	1.716938	0.0	0.5359394	0.99	330	tags=26%, list=15%, signal=28%	
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS	GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS	Details ...	40	0.5301254	1.7097232	0.009090909	0.5222904	0.991	334	tags=43%, list=15%, signal=49%	
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	Details ...	18	0.6167364	1.7059901	0.008319467	0.49442366	0.994	349	tags=33%, list=16%, signal=39%	
GOBP_RENAL_SYSTEM_PROCESS	GOBP_RENAL_SYSTEM_PROCESS	Details ...	25	0.5760341	1.7012773	0.011475409	0.4768855	0.995	215	tags=20%, list=10%, signal=22%	
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	Details ...	80	0.46613398	1.7003261	0.0027510317	0.44570452	0.996	341	tags=34%, list=15%, signal=38%	
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	Details ...	20	0.6077293	1.6909404	0.0082236845	0.4540906	0.999	620	tags=65%, list=28%, signal=89%	
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	Details ...	42	0.51242745	1.6885388	0.00304414	0.43700388	0.999	512	tags=48%, list=23%, signal=61%	
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	Details ...	35	0.5396047	1.6881714	0.01244168	0.4127627	0.999	325	tags=37%, list=15%, signal=43%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	Details ...	25	0.56822026	1.685031	0.012944984	0.4010125	0.999	227	tags=40%, list=10%, signal=44%	
GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	Details ...	17	0.61767644	1.6769485	0.022617124	0.40843913	0.999	209	tags=47%, list=9%, signal=52%	
GOBP_TORC1_SIGNALING	GOBP_TORC1_SIGNALING	Details ...	19	0.60607165	1.6679003	0.0102739725	0.42110127	0.999	349	tags=53%, list=16%, signal=62%	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE		31	0.53983253	1.6624008	0.009884679	0.42072177	0.999	179	tags=29%, list=8%, signal=31%	
GOBP_GOLGI_VESICLE_TRANSPORT	GOBP_GOLGI_VESICLE_TRANSPORT		35	0.5329888	1.6601422	0.0063091484	0.41002366	0.999	329	tags=51%, list=15%, signal=59%	
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION		52	0.48205432	1.6592358	0.011527377	0.39515042	0.999	395	tags=40%, list=18%, signal=48%	
GOBP_NUCLEAR_TRANSPORT	GOBP_NUCLEAR_TRANSPORT		28	0.54117334	1.6361977	0.02672956	0.46272302	1.0	536	tags=57%, list=24%, signal=74%	
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	GOBP_PEPTIDYL_TYROSINE_MODIFICATION		20	0.58888483	1.6315014	0.011945393	0.46380347	1.0	395	tags=40%, list=18%, signal=48%	
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS		121	0.4197527	1.6247475	0.0013736264	0.47312295	1.0	335	tags=28%, list=15%, signal=31%	
GOBP_CELLULAR_RESPIRATION	GOBP_CELLULAR_RESPIRATION		34	0.5248509	1.6232834	0.028616853	0.46086144	1.0	346	tags=38%, list=15%, signal=45%	
GOBP_ANIMAL_ORGAN_FORMATION	GOBP_ANIMAL_ORGAN_FORMATION		16	0.61739874	1.6214707	0.02601626	0.45039916	1.0	247	tags=25%, list=11%, signal=28%	
GOBP_RESPONSE_TO_OSMOTIC_STRESS	GOBP_RESPONSE_TO_OSMOTIC_STRESS		16	0.6053949	1.612056	0.016977929	0.46930093	1.0	458	tags=50%, list=21%, signal=62%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE		33	0.5097371	1.6115962	0.01088647	0.4556259	1.0	434	tags=36%, list=19%, signal=44%	
GOBP_PHOSPHORUS_METABOLIC_PROCESS	GOBP_PHOSPHORUS_METABOLIC_PROCESS		233	0.377887	1.6073103	0.0	0.45664534	1.0	335	tags=27%, list=15%, signal=28%	
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS		74	0.43641195	1.6037983	0.010416667	0.45617002	1.0	287	tags=26%, list=13%, signal=28%	
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	GOBP_PROTON_TRANSMEMBRANE_TRANSPORT		21	0.5697184	1.6005393	0.029173419	0.4539876	1.0	355	tags=38%, list=16%, signal=45%	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		54	0.46627688	1.5970683	0.016641453	0.4529951	1.0	430	tags=41%, list=19%, signal=49%	
GOBP_MONOATOMIC_ION_TRANSPORT	GOBP_MONOATOMIC_ION_TRANSPORT		147	0.39824778	1.5957533	0.0	0.44560865	1.0	433	tags=27%, list=19%, signal=32%	
GOBP_GRANULOCYTE_MIGRATION	GOBP_GRANULOCYTE_MIGRATION		17	0.5886615	1.5929583	0.03241491	0.4432799	1.0	46	tags=12%, list=2%, signal=12%	
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS		64	0.44302344	1.5909283	0.01472754	0.4387074	1.0	341	tags=33%, list=15%, signal=38%	
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY		18	0.5781859	1.585739	0.024711696	0.44419122	1.0	10	tags=11%, list=0%, signal=11%	
GOBP_CELLULAR_RESPONSE_TO_STARVATION	GOBP_CELLULAR_RESPONSE_TO_STARVATION		32	0.50453806	1.5792402	0.025641026	0.45527378	1.0	278	tags=38%, list=12%, signal=42%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS		55	0.45438486	1.5780427	0.017027864	0.4483725	1.0	188	tags=24%, list=8%, signal=25%	
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT		18	0.5961556	1.5779134	0.024822695	0.43770334	1.0	300	tags=61%, list=13%, signal=70%	
GOBP_IMPORT_INTO_NUCLEUS	GOBP_IMPORT_INTO_NUCLEUS		17	0.5759988	1.5721126	0.0477707	0.44747987	1.0	536	tags=59%, list=24%, signal=77%	
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	GOBP_CANONICAL_WNT_SIGNALING_PATHWAY		49	0.45817956	1.5667413	0.023041476	0.45592645	1.0	512	tags=43%, list=23%, signal=54%	
GOBP_TRANSMEMBRANE_TRANSPORT	GOBP_TRANSMEMBRANE_TRANSPORT		179	0.37660038	1.5626192	0.002621232	0.46057278	1.0	593	tags=36%, list=27%, signal=45%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION		16	0.57615906	1.5588306	0.028318584	0.46403915	1.0	208	tags=38%, list=9%, signal=41%	
GOBP_CELL_MATRIX_ADHESION	GOBP_CELL_MATRIX_ADHESION		35	0.49211997	1.5574232	0.029827315	0.4589361	1.0	350	tags=29%, list=16%, signal=33%	
GOBP_T_CELL_MEDIATED_IMMUNITY	GOBP_T_CELL_MEDIATED_IMMUNITY		18	0.56288886	1.5538228	0.03733766	0.4616689	1.0	353	tags=33%, list=16%, signal=39%	
GOBP_HEART_MORPHOGENESIS	GOBP_HEART_MORPHOGENESIS		45	0.47979942	1.552383	0.027607363	0.45699108	1.0	440	tags=33%, list=20%, signal=41%	
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		20	0.53991526	1.5399833	0.030944625	0.49047253	1.0	281	tags=35%, list=13%, signal=40%	
GOBP_LOCALIZATION_WITHIN_MEMBRANE	GOBP_LOCALIZATION_WITHIN_MEMBRANE		106	0.40865856	1.5387818	0.004201681	0.48505485	1.0	463	tags=38%, list=21%, signal=45%	
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION		31	0.49623325	1.5328542	0.04489164	0.49624926	1.0	271	tags=16%, list=12%, signal=18%	
GOBP_MONOATOMIC_CATION_TRANSPORT	GOBP_MONOATOMIC_CATION_TRANSPORT		128	0.38794807	1.529802	0.010512483	0.49801213	1.0	592	tags=34%, list=26%, signal=44%	
GOBP_PHOSPHORYLATION	GOBP_PHOSPHORYLATION		103	0.40221527	1.5249786	0.012244898	0.5061883	1.0	365	tags=29%, list=16%, signal=33%	
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE		18	0.5587531	1.5178869	0.060913704	0.5224112	1.0	133	tags=28%, list=6%, signal=29%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE		18	0.55267096	1.5144418	0.063439064	0.52474725	1.0	1	tags=6%, list=0%, signal=6%	
GOBP_RESPONSE_TO_NUTRIENT_LEVELS	GOBP_RESPONSE_TO_NUTRIENT_LEVELS		69	0.417062	1.5009701	0.025222551	0.5658333	1.0	185	tags=23%, list=8%, signal=25%	
GOBP_SODIUM_ION_TRANSPORT	GOBP_SODIUM_ION_TRANSPORT		40	0.46277934	1.5004921	0.035439137	0.55794257	1.0	561	tags=45%, list=25%, signal=59%	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION		15	0.5741945	1.4999167	0.057793345	0.55026585	1.0	197	tags=20%, list=9%, signal=22%	
GOBP_RESPONSE_TO_STARVATION	GOBP_RESPONSE_TO_STARVATION		37	0.4646534	1.4993325	0.02992126	0.5430085	1.0	278	tags=35%, list=12%, signal=39%	
GOBP_CARBOHYDRATE_TRANSPORT	GOBP_CARBOHYDRATE_TRANSPORT		17	0.55030996	1.4977725	0.051155116	0.54022837	1.0	699	tags=71%, list=31%, signal=102%	
GOBP_REGULATION_OF_PH	GOBP_REGULATION_OF_PH		16	0.5703209	1.4918143	0.06585789	0.5529202	1.0	327	tags=44%, list=15%, signal=51%	
GOBP_INORGANIC_ANION_TRANSPORT	GOBP_INORGANIC_ANION_TRANSPORT		16	0.5596551	1.4869109	0.0624	0.56347495	1.0	514	tags=50%, list=23%, signal=64%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS		21	0.51649535	1.4802098	0.06807131	0.58022857	1.0	321	tags=43%, list=14%, signal=50%	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY		55	0.42825282	1.4789379	0.03576751	0.57624155	1.0	512	tags=42%, list=23%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION		16	0.5556238	1.4783479	0.053872053	0.56983525	1.0	1	tags=6%, list=0%, signal=6%	
GOBP_REGULATION_OF_CATABOLIC_PROCESS	GOBP_REGULATION_OF_CATABOLIC_PROCESS		132	0.36986244	1.4736048	0.009831461	0.57951057	1.0	418	tags=39%, list=19%, signal=46%	
GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT		119	0.377315	1.4701072	0.017783858	0.58322453	1.0	529	tags=32%, list=24%, signal=40%	
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	GOBP_ACTIN_FILAMENT_BASED_MOVEMENT		24	0.4998319	1.4661093	0.07348243	0.58990747	1.0	592	tags=42%, list=26%, signal=56%	
GOBP_RESPONSE_TO_BMP	GOBP_RESPONSE_TO_BMP		32	0.4650116	1.4577824	0.04496124	0.6131083	1.0	83	tags=16%, list=4%, signal=16%	
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE		28	0.47651535	1.4529831	0.0592	0.62392133	1.0	500	tags=36%, list=22%, signal=45%	
GOBP_CHEMICAL_HOMEOSTASIS	GOBP_CHEMICAL_HOMEOSTASIS		150	0.3576874	1.4516813	0.015978696	0.6206859	1.0	355	tags=27%, list=16%, signal=30%	
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT		27	0.47451714	1.4503822	0.04945904	0.6169245	1.0	529	tags=41%, list=24%, signal=53%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS		18	0.5254807	1.4488245	0.098305084	0.6147248	1.0	179	tags=28%, list=8%, signal=30%	
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES		16	0.54528725	1.4483252	0.08264463	0.6085792	1.0	226	tags=31%, list=10%, signal=35%	
GOBP_METHYLATION	GOBP_METHYLATION		20	0.51261187	1.4455298	0.07754443	0.61098695	1.0	151	tags=30%, list=7%, signal=32%	
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY		18	0.5270661	1.4401907	0.08067227	0.6241287	1.0	423	tags=50%, list=19%, signal=61%	
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	GOBP_INTRACELLULAR_PROTEIN_TRANSPORT		82	0.3902178	1.4397186	0.031117398	0.6177238	1.0	330	tags=28%, list=15%, signal=32%	
GOBP_INTRACELLULAR_TRANSPORT	GOBP_INTRACELLULAR_TRANSPORT		179	0.3467298	1.4369689	0.01164295	0.62047255	1.0	330	tags=26%, list=15%, signal=28%	
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	GOBP_ACTIN_MEDIATED_CELL_CONTRACTION		21	0.5150544	1.4365667	0.08752026	0.6143431	1.0	701	tags=52%, list=31%, signal=76%	
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL		20	0.51774263	1.4364929	0.07484076	0.6069295	1.0	363	tags=35%, list=16%, signal=41%	
GOBP_MYELOID_LEUKOCYTE_MIGRATION	GOBP_MYELOID_LEUKOCYTE_MIGRATION		24	0.501452	1.4361722	0.07470289	0.60083276	1.0	46	tags=8%, list=2%, signal=8%	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS		19	0.51312023	1.4351015	0.083333336	0.5974939	1.0	280	tags=42%, list=13%, signal=48%	
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS		81	0.39212975	1.4308392	0.045714285	0.60607964	1.0	526	tags=48%, list=24%, signal=61%	
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION		21	0.5068606	1.4267175	0.08040201	0.615179	1.0	350	tags=33%, list=16%, signal=39%	
GOBP_HOMOPHILIC_CELL_CELL_ADHESION	GOBP_HOMOPHILIC_CELL_CELL_ADHESION		21	0.509921	1.4260567	0.0784	0.6103894	1.0	490	tags=38%, list=22%, signal=48%	
GOBP_TOR_SIGNALING	GOBP_TOR_SIGNALING		28	0.47674686	1.4242191	0.074484944	0.6097143	1.0	349	tags=36%, list=16%, signal=42%	
GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING		106	0.36915684	1.422061	0.023611112	0.61079556	1.0	470	tags=29%, list=21%, signal=35%	
GOBP_ARTERY_MORPHOGENESIS	GOBP_ARTERY_MORPHOGENESIS		16	0.533773	1.417735	0.1038526	0.61979103	1.0	405	tags=38%, list=18%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT		31	0.45566723	1.4164857	0.083596215	0.61726296	1.0	353	tags=29%, list=16%, signal=34%	
GOBP_POST_EMBRYONIC_DEVELOPMENT	GOBP_POST_EMBRYONIC_DEVELOPMENT		17	0.51324123	1.4127426	0.11262798	0.624355	1.0	280	tags=35%, list=13%, signal=40%	
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION		51	0.41885597	1.4116986	0.05775076	0.6218104	1.0	494	tags=37%, list=22%, signal=47%	
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION		18	0.50992364	1.411427	0.098305084	0.61608386	1.0	115	tags=22%, list=5%, signal=23%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION		17	0.5245931	1.4108665	0.10252101	0.6112924	1.0	321	tags=47%, list=14%, signal=55%	
GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS		16	0.5331816	1.4100682	0.11608624	0.6075244	1.0	457	tags=44%, list=20%, signal=55%	
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS		21	0.4932859	1.4098463	0.09492635	0.60190696	1.0	442	tags=43%, list=20%, signal=53%	
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS		72	0.38750887	1.3997486	0.040358745	0.63311946	1.0	215	tags=22%, list=10%, signal=24%	
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS		28	0.4657636	1.3984936	0.099326596	0.63125855	1.0	247	tags=29%, list=11%, signal=32%	
GOBP_DENDRITE_MORPHOGENESIS	GOBP_DENDRITE_MORPHOGENESIS		22	0.49124062	1.3975832	0.08783784	0.62844485	1.0	397	tags=36%, list=18%, signal=44%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS		80	0.37733698	1.3968168	0.060344826	0.6249579	1.0	335	tags=30%, list=15%, signal=34%	
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	GOBP_REGULATION_OF_BODY_FLUID_LEVELS		58	0.40331918	1.3929241	0.059679765	0.6334199	1.0	349	tags=21%, list=16%, signal=24%	
GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS		51	0.40722466	1.3924271	0.072271384	0.62889063	1.0	209	tags=25%, list=9%, signal=27%	
GOBP_REGULATION_OF_PHOSPHORYLATION	GOBP_REGULATION_OF_PHOSPHORYLATION		53	0.4130174	1.3910187	0.067746684	0.62760466	1.0	321	tags=25%, list=14%, signal=28%	
GOBP_LEUKOCYTE_PROLIFERATION	GOBP_LEUKOCYTE_PROLIFERATION		44	0.4195784	1.3893676	0.07589286	0.62740266	1.0	420	tags=25%, list=19%, signal=30%	
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	GOBP_OUTFLOW_TRACT_MORPHOGENESIS		19	0.5003478	1.3892596	0.0968254	0.62172425	1.0	405	tags=32%, list=18%, signal=38%	
GOBP_REGULATION_OF_TRANSLATION	GOBP_REGULATION_OF_TRANSLATION		44	0.4176361	1.3860663	0.06676342	0.6272686	1.0	309	tags=39%, list=14%, signal=44%	
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS		29	0.4546065	1.385324	0.114832535	0.62413573	1.0	175	tags=24%, list=8%, signal=26%	
GOBP_MRNA_METABOLIC_PROCESS	GOBP_MRNA_METABOLIC_PROCESS		73	0.3818197	1.3803045	0.06994048	0.6374727	1.0	224	tags=26%, list=10%, signal=28%	
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH		23	0.47509477	1.3788753	0.10651828	0.6368192	1.0	420	tags=30%, list=19%, signal=37%	
GOBP_RESPONSE_TO_ACID_CHEMICAL	GOBP_RESPONSE_TO_ACID_CHEMICAL		26	0.4740998	1.3770322	0.09807074	0.63753325	1.0	363	tags=31%, list=16%, signal=36%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS		75	0.37139395	1.3759854	0.056818184	0.6357254	1.0	321	tags=28%, list=14%, signal=32%	
GOBP_MRNA_CATABOLIC_PROCESS	GOBP_MRNA_CATABOLIC_PROCESS		38	0.4298478	1.3756149	0.0921875	0.63129336	1.0	299	tags=34%, list=13%, signal=39%	
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT	GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT		25	0.46824616	1.3754523	0.125	0.62625366	1.0	287	tags=24%, list=13%, signal=27%	
GOBP_FOCAL_ADHESION_ASSEMBLY	GOBP_FOCAL_ADHESION_ASSEMBLY		16	0.5182862	1.3737206	0.12105263	0.62702394	1.0	350	tags=38%, list=16%, signal=44%	
GOBP_RESPONSE_TO_MONOSACCHARIDE	GOBP_RESPONSE_TO_MONOSACCHARIDE		26	0.45863372	1.3732429	0.11472868	0.62304235	1.0	442	tags=38%, list=20%, signal=47%	
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS		40	0.4235687	1.3715131	0.10601266	0.62412876	1.0	299	tags=33%, list=13%, signal=37%	
GOBP_ODONTOGENESIS	GOBP_ODONTOGENESIS		30	0.43929026	1.3709282	0.09508197	0.62091136	1.0	568	tags=37%, list=25%, signal=49%	
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		27	0.46236935	1.3700485	0.11514196	0.61874086	1.0	515	tags=48%, list=23%, signal=62%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE		48	0.40861928	1.3686574	0.0952381	0.6183414	1.0	185	tags=25%, list=8%, signal=27%	
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	GOBP_EMBRYONIC_ORGAN_DEVELOPMENT		73	0.3761831	1.3667212	0.076368876	0.6197303	1.0	420	tags=26%, list=19%, signal=31%	
GOBP_LEUKOCYTE_MIGRATION	GOBP_LEUKOCYTE_MIGRATION		51	0.40197426	1.3662257	0.08715596	0.61626995	1.0	491	tags=27%, list=22%, signal=34%	
GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION		15	0.5241217	1.364453	0.15357766	0.61710995	1.0	447	tags=47%, list=20%, signal=58%	
GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS	GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS		25	0.46300322	1.3638178	0.1078125	0.61432135	1.0	352	tags=28%, list=16%, signal=33%	
GOBP_MESENCHYME_MORPHOGENESIS	GOBP_MESENCHYME_MORPHOGENESIS		16	0.512096	1.36041	0.12393888	0.62107843	1.0	420	tags=38%, list=19%, signal=46%	
