NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT		24	0.2559124	0.7418243	0.8074434	0.9694171	1.0	721	tags=42%, list=32%, signal=61%	
GOBP_EXOCYTIC_PROCESS	GOBP_EXOCYTIC_PROCESS		16	0.28374836	0.7416673	0.77589136	0.9682068	1.0	845	tags=63%, list=38%, signal=100%	
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY		33	0.235652	0.74108565	0.8289037	0.96757054	1.0	390	tags=30%, list=17%, signal=36%	
GOBP_REGULATION_OF_NEUROGENESIS	GOBP_REGULATION_OF_NEUROGENESIS		57	0.21469939	0.7397169	0.87558323	0.96791947	1.0	182	tags=12%, list=8%, signal=13%	
GOBP_CELLULAR_COMPONENT_MAINTENANCE	GOBP_CELLULAR_COMPONENT_MAINTENANCE		17	0.27828583	0.7389068	0.7990033	0.9675489	1.0	845	tags=47%, list=38%, signal=75%	
GOBP_GLOMERULUS_DEVELOPMENT	GOBP_GLOMERULUS_DEVELOPMENT		15	0.28750554	0.7383123	0.7943144	0.966926	1.0	287	tags=13%, list=13%, signal=15%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS		17	0.27287242	0.73802537	0.7910448	0.9659096	1.0	135	tags=12%, list=6%, signal=12%	
GOBP_KETONE_METABOLIC_PROCESS	GOBP_KETONE_METABOLIC_PROCESS		27	0.24867845	0.737938	0.82222223	0.9646268	1.0	281	tags=19%, list=13%, signal=21%	
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT		190	0.17845882	0.7378298	0.9558081	0.96337974	1.0	440	tags=17%, list=20%, signal=19%	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		20	0.2601057	0.7374805	0.82295084	0.9624747	1.0	603	tags=30%, list=27%, signal=41%	
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT	GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT		48	0.21719745	0.7370952	0.8628912	0.9616202	1.0	247	tags=17%, list=11%, signal=18%	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS		199	0.17759724	0.73652124	0.9652956	0.9609601	1.0	420	tags=18%, list=19%, signal=20%	
GOBP_CELL_PROJECTION_ASSEMBLY	GOBP_CELL_PROJECTION_ASSEMBLY		72	0.20114802	0.7347129	0.8957143	0.9619169	1.0	595	tags=28%, list=27%, signal=37%	
GOBP_APPENDAGE_DEVELOPMENT	GOBP_APPENDAGE_DEVELOPMENT		29	0.24180682	0.7342587	0.83147854	0.9611654	1.0	554	tags=31%, list=25%, signal=41%	
GOBP_ORGANIC_ACID_TRANSPORT	GOBP_ORGANIC_ACID_TRANSPORT		39	0.22708279	0.73210233	0.8419453	0.96252346	1.0	559	tags=33%, list=25%, signal=44%	
GOBP_REGULATION_OF_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_MUSCLE_CONTRACTION		27	0.24503347	0.7314863	0.8081967	0.9619562	1.0	642	tags=33%, list=29%, signal=46%	
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS	GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS		20	0.26042646	0.72581935	0.8174204	0.96724087	1.0	281	tags=20%, list=13%, signal=23%	
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS		22	0.25488162	0.72540414	0.82099825	0.96637833	1.0	495	tags=32%, list=22%, signal=40%	
GOBP_RESPONSE_TO_BACTERIUM	GOBP_RESPONSE_TO_BACTERIUM		71	0.19549906	0.7252586	0.8918919	0.96521425	1.0	736	tags=34%, list=33%, signal=49%	
GOBP_SEX_DIFFERENTIATION	GOBP_SEX_DIFFERENTIATION		36	0.2293928	0.7182552	0.86538464	0.9721913	1.0	247	tags=19%, list=11%, signal=22%	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT		18	0.26329237	0.7141877	0.8234323	0.9756182	1.0	247	tags=17%, list=11%, signal=19%	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		68	0.19769904	0.71076447	0.9139942	0.97800106	1.0	429	tags=22%, list=19%, signal=26%	
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	GOBP_IMMUNE_SYSTEM_DEVELOPMENT		32	0.22423582	0.7100025	0.8652932	0.9774254	1.0	280	tags=16%, list=13%, signal=18%	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION		31	0.23154433	0.709884	0.8507223	0.97620696	1.0	349	tags=23%, list=16%, signal=26%	
GOBP_SYNAPSE_ORGANIZATION	GOBP_SYNAPSE_ORGANIZATION		92	0.1870162	0.7057308	0.93380284	0.9792874	1.0	878	tags=53%, list=39%, signal=84%	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE		71	0.19523165	0.7039171	0.9189189	0.9798715	1.0	182	tags=11%, list=8%, signal=12%	
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	GOBP_MUSCLE_STRUCTURE_DEVELOPMENT		102	0.18504883	0.7031995	0.9460581	0.9792926	1.0	440	tags=22%, list=20%, signal=26%	
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT		17	0.26094806	0.70113987	0.83306056	0.9800732	1.0	614	tags=41%, list=27%, signal=56%	
GOBP_CALCIUM_ION_TRANSPORT	GOBP_CALCIUM_ION_TRANSPORT		45	0.21145117	0.6994719	0.89361703	0.9805289	1.0	457	tags=22%, list=20%, signal=27%	
GOBP_MYELOID_CELL_HOMEOSTASIS	GOBP_MYELOID_CELL_HOMEOSTASIS		33	0.22412024	0.6994309	0.86838126	0.9792121	1.0	830	tags=55%, list=37%, signal=86%	
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1		17	0.25733846	0.69833475	0.8097561	0.9790396	1.0	46	tags=6%, list=2%, signal=6%	
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS		16	0.27193925	0.6983143	0.8436482	0.9777017	1.0	281	tags=19%, list=13%, signal=21%	
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		27	0.23245355	0.69651085	0.8681319	0.978282	1.0	870	tags=52%, list=39%, signal=84%	
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS		20	0.25234684	0.69625413	0.84731543	0.9771622	1.0	495	tags=30%, list=22%, signal=38%	
GOBP_CALCIUM_MEDIATED_SIGNALING	GOBP_CALCIUM_MEDIATED_SIGNALING		27	0.23564053	0.6942674	0.87711215	0.97772336	1.0	353	tags=19%, list=16%, signal=22%	
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION		60	0.19721057	0.6929942	0.92813456	0.9776169	1.0	512	tags=28%, list=23%, signal=36%	
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE		18	0.2560366	0.6918086	0.8612521	0.9774403	1.0	420	tags=22%, list=19%, signal=27%	
GOBP_REGULATION_OF_CHEMOTAXIS	GOBP_REGULATION_OF_CHEMOTAXIS		30	0.22513635	0.689049	0.8967643	0.9788283	1.0	457	tags=20%, list=20%, signal=25%	
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS		20	0.24684161	0.6871731	0.85833335	0.97919333	1.0	937	tags=50%, list=42%, signal=85%	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		103	0.17746325	0.6854388	0.9527778	0.9794774	1.0	368	tags=15%, list=16%, signal=17%	
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT	GOBP_UROGENITAL_SYSTEM_DEVELOPMENT		16	0.26376674	0.68499506	0.83441556	0.9786057	1.0	1298	tags=81%, list=58%, signal=193%	
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS		17	0.25356865	0.6815557	0.86440676	0.9804214	1.0	516	tags=29%, list=23%, signal=38%	
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM		39	0.21342199	0.68096566	0.8930723	0.9796172	1.0	526	tags=28%, list=24%, signal=36%	
GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS		15	0.25948367	0.67856896	0.87086093	0.9805298	1.0	322	tags=20%, list=14%, signal=23%	
GOBP_REGENERATION	GOBP_REGENERATION		30	0.22143072	0.67826164	0.89593494	0.9794996	1.0	420	tags=27%, list=19%, signal=32%	
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE		31	0.22469863	0.67661834	0.89660746	0.97969776	1.0	428	tags=23%, list=19%, signal=28%	
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION		34	0.21651658	0.6762236	0.9241706	0.97869086	1.0	593	tags=35%, list=27%, signal=47%	
GOBP_NEURON_MIGRATION	GOBP_NEURON_MIGRATION		24	0.2285964	0.67600465	0.8883573	0.9775761	1.0	339	tags=21%, list=15%, signal=24%	
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		26	0.22689255	0.6755644	0.90180033	0.97665364	1.0	491	tags=31%, list=22%, signal=39%	
GOBP_ENDOCYTIC_RECYCLING	GOBP_ENDOCYTIC_RECYCLING		20	0.2351123	0.6744116	0.8833333	0.9763658	1.0	330	tags=25%, list=15%, signal=29%	
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION		15	0.25625578	0.67084163	0.8704663	0.9781323	1.0	135	tags=13%, list=6%, signal=14%	
GOBP_BEHAVIOR	GOBP_BEHAVIOR		81	0.17805845	0.66051763	0.9637378	0.9852371	1.0	892	tags=48%, list=40%, signal=77%	
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS		19	0.23999344	0.6601487	0.8959627	0.9842383	1.0	668	tags=32%, list=30%, signal=45%	
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		21	0.2322089	0.659379	0.8980892	0.9834881	1.0	585	tags=29%, list=26%, signal=38%	
GOBP_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_EPITHELIAL_CELL_DIFFERENTIATION		124	0.16941683	0.6585118	0.97811216	0.98286974	1.0	498	tags=23%, list=22%, signal=27%	
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS		61	0.18573171	0.6585004	0.94005847	0.98155266	1.0	378	tags=20%, list=17%, signal=23%	
GOBP_NEPHRON_DEVELOPMENT	GOBP_NEPHRON_DEVELOPMENT		25	0.2155188	0.6408516	0.91611844	0.9933348	1.0	420	tags=16%, list=19%, signal=19%	
GOBP_SEQUESTERING_OF_CALCIUM_ION	GOBP_SEQUESTERING_OF_CALCIUM_ION		15	0.24319181	0.638624	0.8821549	0.9935292	1.0	252	tags=20%, list=11%, signal=22%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS		79	0.1717487	0.63846064	0.9752907	0.9923073	1.0	515	tags=29%, list=23%, signal=36%	
GOBP_AMINO_ACID_METABOLIC_PROCESS	GOBP_AMINO_ACID_METABOLIC_PROCESS		34	0.20073277	0.6339836	0.9311424	0.9938528	1.0	645	tags=32%, list=29%, signal=45%	
GOBP_SPROUTING_ANGIOGENESIS	GOBP_SPROUTING_ANGIOGENESIS		28	0.21568489	0.630231	0.92382497	0.9951057	1.0	491	tags=29%, list=22%, signal=36%	
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE		35	0.20155878	0.6268137	0.94325155	0.99592084	1.0	428	tags=23%, list=19%, signal=28%	
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS		44	0.18949531	0.6261652	0.9641256	0.99500316	1.0	335	tags=16%, list=15%, signal=18%	
GOBP_T_CELL_PROLIFERATION	GOBP_T_CELL_PROLIFERATION		25	0.2133259	0.61840534	0.93234324	0.99833846	1.0	596	tags=32%, list=27%, signal=43%	
GOBP_ANATOMICAL_STRUCTURE_MATURATION	GOBP_ANATOMICAL_STRUCTURE_MATURATION		45	0.18867236	0.61835766	0.9581994	0.9970365	1.0	420	tags=20%, list=19%, signal=24%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION		22	0.2178972	0.61766356	0.92269737	0.99611527	1.0	306	tags=23%, list=14%, signal=26%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY		34	0.19863614	0.61659014	0.9374022	0.9954299	1.0	515	tags=32%, list=23%, signal=41%	
GOBP_REGULATION_OF_HORMONE_SECRETION	GOBP_REGULATION_OF_HORMONE_SECRETION		24	0.20911834	0.6139933	0.9266348	0.9955261	1.0	353	tags=21%, list=16%, signal=24%	
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR		19	0.22357897	0.6108474	0.91652757	0.9960013	1.0	470	tags=26%, list=21%, signal=33%	
GOBP_LEUKOCYTE_HOMEOSTASIS	GOBP_LEUKOCYTE_HOMEOSTASIS		21	0.2177813	0.61050445	0.9421875	0.9948658	1.0	420	tags=24%, list=19%, signal=29%	
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		15	0.2294491	0.6073237	0.9050086	0.9952566	1.0	490	tags=27%, list=22%, signal=34%	
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY		34	0.19573346	0.6053694	0.9620061	0.9949725	1.0	584	tags=29%, list=26%, signal=39%	
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS		159	0.14798075	0.60055774	0.9974326	0.9960867	1.0	660	tags=30%, list=30%, signal=39%	
GOBP_CELL_CELL_SIGNALING	GOBP_CELL_CELL_SIGNALING		184	0.14567737	0.6005003	0.99873894	0.9948099	1.0	417	tags=17%, list=19%, signal=20%	
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT		18	0.2175563	0.5932698	0.9383117	0.996962	1.0	1039	tags=56%, list=47%, signal=103%	
GOBP_MUSCLE_SYSTEM_PROCESS	GOBP_MUSCLE_SYSTEM_PROCESS		65	0.16657373	0.5897045	0.9782609	0.99728	1.0	775	tags=37%, list=35%, signal=55%	
GOBP_BONE_MINERALIZATION	GOBP_BONE_MINERALIZATION		15	0.22584066	0.5892408	0.9307432	0.9961927	1.0	353	tags=20%, list=16%, signal=24%	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS		18	0.21673831	0.58774763	0.9241706	0.99555004	1.0	662	tags=39%, list=30%, signal=55%	
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT		15	0.21928017	0.5838574	0.9232082	0.9959508	1.0	457	tags=27%, list=20%, signal=33%	
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION		19	0.21087503	0.57909316	0.95522386	0.99663806	1.0	830	tags=42%, list=37%, signal=66%	
GOBP_OSTEOBLAST_DIFFERENTIATION	GOBP_OSTEOBLAST_DIFFERENTIATION		43	0.17273155	0.5759091	0.98165137	0.996625	1.0	413	tags=16%, list=18%, signal=20%	
GOBP_RENAL_TUBULE_DEVELOPMENT	GOBP_RENAL_TUBULE_DEVELOPMENT		17	0.2147046	0.56346536	0.9515571	1.0	1.0	1757	tags=100%, list=79%, signal=465%	
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT		39	0.17341799	0.5582506	0.9730539	1.0	1.0	514	tags=23%, list=23%, signal=29%	
GOBP_TAXIS	GOBP_TAXIS		57	0.16162674	0.55785775	0.98375183	0.9994956	1.0	457	tags=19%, list=20%, signal=24%	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		22	0.19470596	0.55749905	0.9537671	0.9983196	1.0	304	tags=14%, list=14%, signal=16%	
GOBP_MUSCLE_ORGAN_DEVELOPMENT	GOBP_MUSCLE_ORGAN_DEVELOPMENT		55	0.16061825	0.5534394	0.97622585	0.99837106	1.0	710	tags=33%, list=32%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE		20	0.19504914	0.54523754	0.9643436	0.99960417	1.0	46	tags=5%, list=2%, signal=5%	
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS		20	0.19517982	0.53752947	0.9618574	1.0	1.0	998	tags=60%, list=45%, signal=107%	
GOBP_TELENCEPHALON_DEVELOPMENT	GOBP_TELENCEPHALON_DEVELOPMENT		40	0.16458899	0.5345006	0.9785605	1.0	1.0	870	tags=48%, list=39%, signal=76%	
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	GOBP_EPIDERMAL_CELL_DIFFERENTIATION		34	0.16701545	0.53029555	0.989011	0.99989486	1.0	498	tags=24%, list=22%, signal=30%	
GOBP_NEUROMUSCULAR_PROCESS	GOBP_NEUROMUSCULAR_PROCESS		26	0.17914096	0.5290432	0.9841018	0.9989249	1.0	884	tags=42%, list=40%, signal=69%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION		25	0.17674738	0.52121663	0.9782271	0.99959564	1.0	1065	tags=56%, list=48%, signal=106%	
GOBP_MUSCLE_CONTRACTION	GOBP_MUSCLE_CONTRACTION		52	0.15000024	0.51152134	0.99550223	1.0	1.0	775	tags=35%, list=35%, signal=52%	
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	GOBP_MYELOID_LEUKOCYTE_ACTIVATION		42	0.15026228	0.48608938	0.9953125	1.0	1.0	420	tags=17%, list=19%, signal=20%	
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT		29	0.16231188	0.4853469	0.99198717	1.0	1.0	489	tags=21%, list=22%, signal=26%	
GOBP_KERATINOCYTE_DIFFERENTIATION	GOBP_KERATINOCYTE_DIFFERENTIATION		20	0.1702016	0.47595707	0.9882353	1.0	1.0	475	tags=25%, list=21%, signal=31%	
GOBP_ENSHEATHMENT_OF_NEURONS	GOBP_ENSHEATHMENT_OF_NEURONS		27	0.15161948	0.45205104	0.99497485	1.0	1.0	872	tags=48%, list=39%, signal=78%	
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR		25	0.14490195	0.43135014	0.99524564	1.0	1.0	329	tags=12%, list=15%, signal=14%	
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM		32	0.14024425	0.4301654	0.9984277	1.0	1.0	770	tags=34%, list=34%, signal=52%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION		16	0.15949649	0.4254108	0.99676377	1.0	1.0	909	tags=50%, list=41%, signal=84%	
GOBP_HUMORAL_IMMUNE_RESPONSE	GOBP_HUMORAL_IMMUNE_RESPONSE		19	0.15183306	0.42428595	0.9951613	1.0	1.0	475	tags=21%, list=21%, signal=27%	
GOBP_REGULATION_OF_TUBE_SIZE	GOBP_REGULATION_OF_TUBE_SIZE		24	0.14063351	0.4071185	1.0	1.0	1.0	736	tags=33%, list=33%, signal=49%	
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		19	0.14401816	0.3950533	0.99837136	1.0	1.0	1914	tags=100%, list=86%, signal=692%	
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	GOBP_LONG_TERM_SYNAPTIC_POTENTIATION		15	0.14743541	0.37774098	0.99833333	1.0	1.0	310	tags=13%, list=14%, signal=15%	
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS		16	0.14279512	0.37281355	0.9966499	0.9990574	1.0	664	tags=25%, list=30%, signal=35%	
