"gene_id","baseMean","logFC","lfcSE","stat","pvalue","FDR"
653635,489.249070196192,0.0634512223108999,0.116730647040537,0.543569524538531,0.586737735983086,0.726050131143221
729737,202.659183633743,-0.390522298935371,0.257417114194336,-1.51707977986478,0.12924654268461,0.240410591883584
102723897,398.693679843178,0.0551981463880723,0.111355876353583,0.495691365337598,0.620112180067503,0.752647182315761
100133331,94.9721580111396,-0.418707577165823,0.161676381212087,-2.58978815598651,0.00960350105154131,0.0285175819960533
100288069,143.027095622052,-0.494421976118853,0.194836272845967,-2.53762797294799,0.011160655526355,0.0323072678853935
79854,60.5445325848464,0.173690326323893,0.285983516384908,0.607343837573217,0.543622751681265,0.689422955840326
643837,1146.45589740997,0.0121262904629062,0.100144050836422,0.121088475667053,0.903620957093264,0.947963488123505
100130417,23.6154186521876,1.20137971601012,0.624711443525777,1.92309542023069,0.0544680674087631,0.121108835884778
148398,182.874788759522,1.60335263345958,0.307041308005522,5.22194438225475,1.77054151615901e-07,1.8472533412181e-06
26155,11706.6057317151,-0.146833172993688,0.071695266213052,-2.04801768302742,0.0405582667613505,0.0947753107400781
339451,705.037898635945,0.136999319882995,0.0706276861612797,1.93973960254275,0.0524113440662343,0.117242122777991
84069,544.129781416743,0.358342403386645,0.125206293586649,2.86201590288793,0.00420955784541799,0.0141979752282546
84808,222.521594889755,0.389797520198364,0.177255501268686,2.19907149514928,0.0278728390099056,0.069317361267543
57801,1765.29890617443,0.158437234610934,0.154940407882492,1.02256884938043,0.306511744280883,0.46135206961902
9636,12090.584425047,0.540929137813495,0.313902812720949,1.72323762608131,0.0848455621014099,0.17277226036023
375790,43257.3411900101,0.381125822695341,0.131740378395517,2.89300689232202,0.00381572923790843,0.0130601048491082
105369174,88.9124694789964,0.300777657740864,0.257503410739978,1.16805310219593,0.24278534577115,0.388514817822756
105378948,74.0718781067327,0.338012682034313,0.278403979533525,1.21410865821913,0.224706234171949,0.366971619849199
401934,380.795872396128,0.77832177062747,0.237607747261211,3.27565822073904,0.00105416048046189,0.00430591316974252
54991,1184.79260159118,0.203748820803753,0.0761529421803551,2.67552132550846,0.00746131261816501,0.0230088554095726
254173,23.0173156650139,0.358103865238344,0.499468493807357,0.716969878337236,0.473392682862809,0.628378794173979
8784,71.6581887238053,0.0907141345713392,0.571621022241152,0.158696288347963,0.873908162589332,0.92974313704278
51150,17176.2280121032,0.270507908096236,0.0710328992838437,3.80820592744357,0.000139978683157587,0.000739208560075789
126792,3300.06821011613,0.201154514549092,0.0766527469940702,2.6242309954613,0.00868448639645755,0.026145724649096
388581,265.319840227642,0.490048015226088,0.260693270330731,1.87978774674308,0.0601370110821731,0.131033122183579
118424,6187.55598839721,0.106391666304767,0.0677072833417779,1.57134743935472,0.116101967609398,0.221365147662327
6339,193.495139152475,0.277325853123835,0.203314259523197,1.3640255915852,0.172559511364125,0.300027050053391
116983,2714.73213953927,0.180558860064243,0.0772543315650294,2.3372004702708,0.0194287627391004,0.0512576950800971
126789,1273.63438726537,0.18224966300642,0.0865173377416843,2.10651029913293,0.0351600494375134,0.0841687772701615
54973,4709.30148750074,-0.026559223337947,0.0603899608783192,-0.439795339352208,0.660085343513683,0.783697016027131
80772,3650.80224130777,0.340768736339677,0.0980905344882586,3.47402262733584,0.000512717794655972,0.00230555927554424
83756,195.593300625417,0.416858535045476,0.345810033313277,1.20545529304476,0.228027586946687,0.370755100128789
1855,8242.63222670122,0.0257524429307686,0.0925691997100064,0.27819666812983,0.780861392398689,0.868459312096287
54587,2062.46532385783,0.330238033370056,0.192110402125238,1.71900131235357,0.0856141329636492,0.173891037501619
54998,12201.9541935721,-0.0729672137860942,0.0505777830388855,-1.44267323322565,0.14911254283531,0.268771801709851
81669,3835.07681734953,0.105647199487673,0.058546944213529,1.80448699597989,0.0711549959411252,0.149934753763075
148413,1326.23410658513,0.381547527791428,0.0652281104514788,5.84943401166357,4.93248515502087e-09,7.22081244695813e-08
55052,5385.61055206906,0.065755757021826,0.0743821312032352,0.884026256819139,0.376682039041961,0.535720315249765
441869,273.287894977936,0.829078167049111,0.477598372487283,1.73593172592142,0.082575907303599,0.169258211444176
643965,162.895370035318,1.04193242390823,0.522495355577684,1.99414676663727,0.0461360176846896,0.105206561954065
102724312,65.6607422248272,0.467138183659259,0.340162987746254,1.37327751838693,0.169666088871529,0.296425318099999
64856,7629.57664331912,0.863555277628321,0.222196053748001,3.88645641118228,0.000101718181065766,0.000558534884198146
219293,475.240310708233,0.302491166082243,0.253832072576876,1.19169797185748,0.233379693601542,0.377523176122617
83858,3341.16814828004,-0.0757370068749381,0.106368397801997,-0.712025455304133,0.476449013237112,0.63122135507261
55210,4946.02003066342,-0.29578801152863,0.073354872955511,-4.03228851214864,5.52363162452606e-05,0.000320843741762826
339453,49.0421327606738,-0.0439568013374998,0.227338630371416,-0.193353858363997,0.846681849173817,0.913888876652109
29101,9802.03062087794,0.0534100284844635,0.0376207237702997,1.41969699494801,0.155695913365696,0.277753420342882
643988,667.896643992891,0.422066930313289,0.102664943189841,4.11111054269842,3.93760613131839e-05,0.000238677890366278
142678,1755.17725406021,0.282437546500187,0.0879802094128739,3.21023953437941,0.00132624403112366,0.00524580421981588
984,4648.28541370617,-0.048619543852675,0.0529375349034654,-0.91843233617386,0.358392568101407,0.516569327291743
728661,4552.97235049366,0.237102326753135,0.08485124289792,2.79432944828375,0.00520074657915819,0.0169781212640735
728642,1961.98898828235,0.0535937091055536,0.0848433168752224,0.631678617472876,0.527596903001815,0.675959571591781
9906,1415.63118185734,0.158962435277777,0.104425857893218,1.52225165763374,0.127946035948255,0.238558999466909
65220,5435.02714725554,0.125296646092582,0.0332984791251282,3.76283390066392,0.000167998785801856,0.000870095539128476
2782,21911.5707539555,0.794360884819301,0.078175409011244,10.1612629197124,2.95227181586377e-24,3.60381549584171e-22
105378949,53.7110764648381,0.221738286858687,0.242133169513782,0.915769976100137,0.359787554005052,0.517630887987867
339456,102.953450644668,0.989074393004097,0.347597839649236,2.84545609950333,0.00443478720155235,0.0148722819318331
2563,381.781240299895,1.12802357515817,0.568128888059533,1.98550645613353,0.0470881525407687,0.107069626454003
5590,2152.63897535188,0.416246567018425,0.0882209089875165,4.7182303129219,2.37905075359483e-06,1.92913420586594e-05
100506504,58.9228660633158,0.29538270687741,0.247055557446609,1.19561247652259,0.231847820370419,0.375811344377751
