ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0055123	GO:0055123	digestive system development	25/1145	121/13131	0.206611570247934	2.36944675015338	4.67732078635673	3.72263604614794e-05	0.0124993522472616	0.0112693704681526	7161/7042/5979/3481/3784/60529/7481/1045/348093/64220/4087/3643/7040/3398/91461/1373/6714/6474/2049/25803/4602/3202/6608/445/4851	25
GO:0050804	GO:0050804	modulation of chemical synaptic transmission	55/1145	364/13131	0.151098901098901	1.732820672777	4.38229838279788	3.7363547969096e-05	0.0124993522472616	0.0112693704681526	26232/2048/58512/9783/6536/9066/91683/9746/41/4776/3706/4130/112476/5595/2775/57555/1949/9001/4355/4804/1636/27092/5802/23025/5864/6543/4909/8541/59284/6861/84446/5334/22839/3745/7533/9215/9145/23542/85358/10675/8927/10815/27065/2149/392862/43/7425/575/23237/116443/84628/2902/8573/6855/23096	55
GO:0099177	GO:0099177	regulation of trans-synaptic signaling	55/1145	365/13131	0.150684931506849	1.72807321887899	4.36005570893148	4.03683443682688e-05	0.0126605220024983	0.0114146805325539	26232/2048/58512/9783/6536/9066/91683/9746/41/4776/3706/4130/112476/5595/2775/57555/1949/9001/4355/4804/1636/27092/5802/23025/5864/6543/4909/8541/59284/6861/84446/5334/22839/3745/7533/9215/9145/23542/85358/10675/8927/10815/27065/2149/392862/43/7425/575/23237/116443/84628/2902/8573/6855/23096	55
GO:0048565	GO:0048565	digestive tract development	23/1145	110/13131	0.209090909090909	2.39788011115522	4.55032135481129	6.18836297399588e-05	0.0182665914138302	0.0164690922985971	7161/7042/5979/3784/60529/7481/1045/348093/64220/4087/7040/3398/91461/1373/6714/6474/2049/25803/4602/3202/6608/445/4851	23
GO:0042481	GO:0042481	regulation of odontogenesis	7/1145	14/13131	0.5	5.73406113537118	5.47745212499196	7.46255941470823e-05	0.0208039573016699	0.0187567721429333	1435/80320/4804/147495/7040/80326/4487	7
GO:0021700	GO:0021700	developmental maturation	43/1145	271/13131	0.158671586715867	1.81966515735026	4.2140395295346	8.35987449320345e-05	0.0213875596941095	0.0192829459346946	23028/81609/2629/57549/7042/5979/51286/10220/253832/1203/4776/30812/26470/8506/10882/10481/283987/2302/5064/10365/5864/1050/6261/57731/7040/3398/525/150726/4880/22839/3745/54345/5364/65010/2624/2261/3516/2309/3202/9991/153090/6855/537	43
GO:0010975	GO:0010975	regulation of neuron projection development	55/1145	375/13131	0.146666666666667	1.68199126637555	4.14128540079934	8.52433626708229e-05	0.0213875596941095	0.0192829459346946	2048/23028/64175/57463/10500/1942/80128/5979/85442/349667/5526/4135/59341/8408/4776/26153/3706/5780/23251/146760/1949/23098/2896/5802/6324/162979/84446/10505/23363/9762/655/26039/50861/65078/83999/27124/7533/23654/85358/8850/2803/5364/6405/6091/6474/2049/152559/23105/29993/5754/23237/153090/84628/5365/55558	55
GO:0001501	GO:0001501	skeletal system development	61/1145	435/13131	0.140229885057471	1.60817346785123	3.98691164280956	0.000131739790142971	0.0298844727407187	0.0269437317949296	9249/656/64175/23169/55870/5087/7042/7483/60529/4054/3636/7481/81029/5916/10220/59341/1112/3714/145864/79705/5595/55512/4094/1747/8313/4087/6261/7040/91461/6670/1386/4880/389084/9770/6714/81031/55959/655/3911/875/9215/7477/5600/5364/3373/8692/6474/8646/53834/2261/4487/5307/285590/10370/3202/3203/5447/642658/4781/7046/537	61
GO:0003206	GO:0003206	cardiac chamber morphogenesis	22/1145	108/13131	0.203703703703704	2.33609898107715	4.30916337487116	0.00013308020884712	0.0298844727407187	0.0269437317949296	9249/26508/7042/7481/161882/4669/2535/7040/7137/3398/655/7134/6091/6474/53834/3516/1832/10370/6608/6604/7046/4851	22
GO:0007423	GO:0007423	sensory organ development	65/1145	472/13131	0.13771186440678	1.57929649914884	3.961595895381	0.000136975462940719	0.0298844727407187	0.0269437317949296	148398/2782/2048/57822/25932/4610/9132/204851/5087/7042/7483/64072/3784/10312/4647/81029/5916/10220/6297/64919/3714/64220/30812/5595/4094/84440/4669/2896/2535/54549/326624/124590/25794/27151/1050/7040/56917/4909/3777/525/10018/6670/494513/80326/6666/655/79444/9215/7477/3913/2624/4487/3516/10427/79888/285590/5754/10370/1687/43/6604/4781/7046/1289/4851	65
