ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0001655	GO:0001655	urogenital system development	14/1193	68/18860	0.205882352941176	3.25477047482866	4.84025721878405	7.48571133480481e-05	0.00719678914293515	0.00609501408590109	2048/2263/7481/5916/1396/6776/10481/655/7474/2624/2049/768239/5324/4851	14
GO:0051961	GO:0051961	negative regulation of nervous system development	23/1193	151/18860	0.152317880794702	2.40797588582404	4.51394798688591	7.65122619363842e-05	0.00722908957605837	0.00612236956220541	2048/79727/10500/80128/9283/7832/6585/9746/8408/4776/1949/5802/7040/10505/655/65078/7533/6405/7474/2624/23105/4851/55558	23
GO:0048762	GO:0048762	mesenchymal cell differentiation	35/1193	278/18860	0.12589928057554	1.99032726878011	4.32267968665498	7.86605055567545e-05	0.00730609441442398	0.00618758553077129	23028/55223/26508/10500/1942/7042/5979/57715/2263/7481/30812/2013/5595/80320/8313/79755/4087/116844/7040/10505/23332/80326/655/3911/6405/7474/4487/3516/10370/9444/6608/7046/153090/286204/4851	35
GO:0060411	GO:0060411	cardiac septum morphogenesis	15/1193	77/18860	0.194805194805195	3.07965295391951	4.75173156175056	8.19962885135229e-05	0.00748899435090176	0.00634248484308987	9249/26508/7042/2263/7481/161882/2535/655/6091/53834/3516/10370/6608/7046/4851	15
GO:0002573	GO:0002573	myeloid leukocyte differentiation	33/1193	257/18860	0.1284046692607	2.02993467079364	4.31999151983734	8.49074619817776e-05	0.00759857926024642	0.00643529311533355	63976/5293/1435/2629/9644/116071/10312/8111/79705/161882/6776/4669/57521/2194/10272/1943/1050/7040/6670/3635/9770/6714/140685/9215/2624/3516/7098/133522/2739/10370/9444/56975/537	33
GO:0060485	GO:0060485	mesenchyme development	41/1193	347/18860	0.118155619596542	1.86790862161842	4.24031858113321	8.59693273969485e-05	0.00759857926024642	0.00643529311533355	23028/55223/26508/10500/1942/7042/5979/57715/2263/7481/30812/2013/5595/80320/8313/79755/4087/116844/7040/10505/23332/80326/655/3911/6405/7474/6091/56983/4487/3516/5754/10370/9444/3202/6608/60412/642658/7046/153090/286204/4851	41
GO:0003279	GO:0003279	cardiac septum development	19/1193	114/18860	0.166666666666667	2.63481419390891	4.54951044680335	9.29157775780484e-05	0.00804968403297736	0.00681733709208551	9249/7798/26508/7042/2263/7481/64220/161882/2535/655/7474/6091/53834/3516/5754/10370/6608/7046/4851	19
GO:0035148	GO:0035148	tube formation	23/1193	153/18860	0.150326797385621	2.37649907685902	4.44240055099961	9.40109084143341e-05	0.00804968403297736	0.00681733709208551	5293/4524/7798/7042/5979/79812/2263/5916/30812/57534/7040/10018/655/9620/23654/7474/10427/5754/10370/4781/153090/4851/1896	23
GO:0050768	GO:0050768	negative regulation of neurogenesis	22/1193	144/18860	0.152777777777778	2.4152463444165	4.4300121478436	0.000103779977386257	0.0087494504011798	0.00740997441774909	2048/79727/10500/80128/9283/7832/6585/8408/4776/1949/5802/7040/10505/655/65078/7533/6405/7474/2624/23105/4851/55558	22
GO:0042490	GO:0042490	mechanoreceptor differentiation	15/1193	79/18860	0.189873417721519	3.00168705635193	4.63285297279599	0.000111275916606065	0.00923927307577632	0.00782480887266573	4610/64072/3784/4647/3714/2562/4669/2535/124590/4909/494513/3516/10427/1687/4851	15
GO:2000106	GO:2000106	regulation of leukocyte apoptotic process	17/1193	97/18860	0.175257731958763	2.77062935854339	4.54318619827922	0.000113286384314437	0.00926581173198683	0.00784728465738185	5293/6097/1942/7042/8660/2621/3958/64919/3965/6776/84941/3718/27113/10018/79444/7474/1831	17
GO:0045926	GO:0045926	negative regulation of growth	30/1193	229/18860	0.131004366812227	2.07103299084543	4.23741163136592	0.000121940569095038	0.00982697527412956	0.00832253822198179	7161/64175/10500/4881/80128/7042/7093/6585/56981/6494/8408/23251/5802/684/7040/10505/65078/5465/5600/6405/3373/8692/7474/2261/4487/23105/54825/734/1654/55558	30
GO:0140962	GO:0140962	multicellular organismal-level chemical homeostasis	15/1193	80/18860	0.1875	2.96416596814753	4.57481492328897	0.000129060717673765	0.0101360287571948	0.00858427790827354	4891/59341/4938/1512/21/4669/2235/66002/7040/525/79901/3162/8692/79888/360	15
GO:0045055	GO:0045055	regulated exocytosis	30/1193	230/18860	0.130434782608696	2.06202849958089	4.21106368430208	0.00013194049623369	0.0101360287571948	0.00858427790827354	5293/9783/9066/91683/10257/376267/10125/192683/9143/25837/5170/51760/112476/3965/255057/9545/23025/5864/8541/6861/84446/9751/3745/9145/10675/2624/10815/4851/8573/6855	30
GO:0016358	GO:0016358	dendrite development	31/1193	241/18860	0.128630705394191	2.03350805007078	4.19606644463155	0.000133002624897028	0.0101360287571948	0.00858427790827354	2048/100132074/1952/1942/57549/85442/4135/4891/4776/3706/4130/9344/57555/23098/5802/162979/23363/9762/655/26039/7533/23542/85358/9922/2049/23105/29993/4147/23237/116443/153090	31
GO:0048562	GO:0048562	embryonic organ morphogenesis	37/1193	308/18860	0.12012987012987	1.8991193215837	4.1342379431541	0.000133174100459494	0.0101360287571948	0.00858427790827354	2048/9132/204851/1942/64072/2263/3784/60529/7481/4647/5916/348093/64220/5595/4669/2535/124590/57534/4087/6496/525/6670/655/54345/3373/7474/2624/6474/4487/10427/5754/10370/3202/6608/7046/286204/4851	37
GO:0042303	GO:0042303	molting cycle	20/1193	127/18860	0.15748031496063	2.48958821471708	4.37685913109723	0.00013804150399544	0.0102225329985812	0.00865753899169125	7042/2263/11187/60529/79152/3868/3872/4669/4804/1747/147495/80326/7022/3911/54345/7474/3516/6608/4851/1896	20
GO:0042633	GO:0042633	hair cycle	20/1193	127/18860	0.15748031496063	2.48958821471708	4.37685913109723	0.00013804150399544	0.0102225329985812	0.00865753899169125	7042/2263/11187/60529/79152/3868/3872/4669/4804/1747/147495/80326/7022/3911/54345/7474/3516/6608/4851/1896	20
GO:0008544	GO:0008544	epidermis development	45/1193	402/18860	0.111940298507463	1.76965132426718	4.0533385042052	0.000142638463304062	0.0104008866600608	0.00880858803000541	25932/2709/4610/2629/7042/64072/2263/11187/3784/60529/4647/7051/64919/3714/79152/239/3866/3868/3872/4669/10481/4804/1747/2125/79755/147495/3643/6820/4909/25818/80326/7022/3911/54345/5465/7474/3516/10427/1832/1687/6608/360/4851/7454/1896	45
