"SYMBOL"	"RANK"
"FSCN2"	18.3024013570737
"ATRX"	18.2940973967406
"SYT7"	18.2815871285706
"ABCA2"	18.2240540631299
"ZER1"	18.2040409464899
"NSUN3"	18.1958668364173
"KCNQ1"	18.1263144963821
"CCDC190"	18.1184081880372
"SAMD11"	18.108773437727
"PLXNB1"	18.0736413133593
"AKTIP"	18.0289469695827
"CXXC5"	18.0246126925727
"FCGRT"	17.9264307803471
"LMTK3"	17.7851639245559
"ISYNA1"	17.726811583886
"CABLES1"	17.715350107235
"ADCK5"	17.6952470710137
"KCNC3"	17.6778894366098
"TMEM53"	17.6154696138826
"SFT2D3"	17.6066787723245
"DAB2IP"	17.5815115330981
"KATNIP"	17.4993540952294
"ANO9"	17.4972642846552
"MAVS"	17.3939310516113
"ABCD1"	17.389816443367
"UCKL1"	17.3662369860139
"FAM135A"	17.3281511316272
"HEXD"	17.3127797814352
"KCNK3"	17.1820170064406
NA	17.175094108777
"DOK4"	17.1749746766767
"RHPN2"	17.1203017747825
"EFNA2"	17.110957066507
"LY6D"	17.0580734390579
"CDKN3"	17.0495453253553
"QKI"	17.034164888187
"ADAP2"	17.0205702486854
"GGT1"	17.0118394778587
"SLC41A3"	17.0067095154555
"SRD5A3"	16.9868403710913
"PODXL2"	16.9060401729707
"P4HTM"	16.8592834348921
"FBXL16"	16.8469554950156
"ACTR1B"	16.7922573029771
"PIK3IP1"	16.7828396364578
"GPN1"	16.7800525316047
"SBK1"	16.7764938983626
"POLR1A"	16.6802862068124
"EMC9"	16.6608503137333
"FNDC5"	16.6559867518386
"PAOX"	16.624616096876
"ZNF708"	16.6203628751179
"ZKSCAN2"	16.59110265505
"FBXL8"	16.5409866433377
"PLEKHG4B"	16.538944068387
"TMEM87B"	16.4520185842492
"EXOC3L1"	16.4357544501286
"BICDL1"	16.41637758021
"LOC90246"	16.4064289153298
"NTN5"	16.3707119240595
"CRIP2"	16.3575158150425
"ZNF286B"	16.327040355091
"LINC00886"	16.271428254005
"MSX1"	16.2003499337058
"JMY"	16.1989897297613
"DEPP1"	16.1974126694404
"EEIG2"	16.1962903243425
"ABCC4"	16.1772060556719
"SLC22A4"	16.1386380646458
"ZNF837"	16.092590574529
"SPTBN4"	16.0645924886889
"PACSIN1"	16.0382502247077
"TMEM191C"	16.0159239046074
"SLC2A6"	16.0055999489149
"NFATC1"	15.9526346214331
"ABCA5"	15.937219449223
"RHOBTB2"	15.8316841239426
"SP6"	15.8302739010074
"DNASE2"	15.7718191364598
"SEMA4G"	15.7632973101746
"USP31"	15.7603892449651
"OSBPL7"	15.7032925441459
"NYAP1"	15.6767730325427
"LAMTOR3"	15.6750463252192
"ZNF680"	15.6477617855216
"LUZP1"	15.6370980714021
"CARMIL3"	15.631330480949
"CYBRD1"	15.622113270824
"BSN"	15.6127868437247
"ALDH6A1"	15.5984843550446
"BAIAP2-DT"	15.5679528248386
"HYOU1"	15.5607648535598
"PDZK1IP1"	15.5425925392862
"EVI5L"	15.5367999872566
"LGALS9"	15.4864195220553
NA	15.4769610591237
"MMGT1"	15.4689345205251
"NEK7"	15.3801735126072
"SLC2A10"	15.3791235978034
"ACSF2"	15.352878780935
"BAHCC1"	15.3083732644443
"MTURN"	15.3070015675121
"KCNH2"	15.2972653390523
"SLC44A2"	15.2874743472417
"RCOR2"	15.2809074008986
"EHD3"	15.27688209352
"ERBB2"	15.2597162806977
"POGLUT1"	15.2558571254733
"PLCD1"	15.2389285530369
"DLGAP4"	15.2231236170945
"REEP6"	15.1594298573462
"ASPHD1"	15.1415394570941
"HID1"	15.1130754647959
"GRN"	15.0808413959141
"ACSS2"	15.0629396667578
"SYNM"	15.0493559333009
"TRIM29"	15.0412363414809
"CACFD1"	15.0194292832526
"DBNDD1"	15.0099403452603
"VSIG10L"	14.9496531957958
"B3GALT9"	14.94860459963
"XYLT2"	14.946672390383
"EPHB3"	14.9453401285216
"ZNF605"	14.932604559117
"BTG2"	14.8948589449765
"TMTC4"	14.8810835261684
"NUDT16L1"	14.8508668511923
"ZNF385A"	14.846573254865
"NAT8L"	14.8123612024245
"SUOX"	14.8076780504173
"POGLUT3"	14.7558116440335
"EPB41L1"	14.6985112330254
"ARRB1"	14.6893459452329
"CNOT6"	14.6580743823917
"LZTS3"	14.6385492724408
"GRTP1"	14.6342686688634
"ZXDA"	14.5704468862926
"CCDC87"	14.5498180339951
"RAB12"	14.519920515189
"FECH"	14.4826761072015
"LOC100506730"	14.4551441285286
"PLEKHF1"	14.4270241676809
"ZNF92"	14.3691333528306
"SEMA3F"	14.3529784441021
"RALGDS"	14.333240251639
"SRRM3"	14.3274706972397
"KAT2B"	14.3174479406301
"LOC105373989"	14.3092791181438
"DHRS3"	14.3074586404058
"CCNJ"	14.2911819141277
"ALOX12"	14.284185417384
"ABAT"	14.2815044244321
"TNNT1"	14.2737492444467
"FOXO4"	14.2255225085422
"RUNDC3A"	14.2240443142796
"CPS1"	14.192963717346
"TMEM209"	14.1895152505844
"SCARA3"	14.1825600084532
"LDHD"	14.078843321729
"DNAI4"	14.063947913692
"GKAP1"	14.0281128449974
"ZNF658"	14.0006941527058
"ZNF846"	13.9505500740878
"ATP6V0A1"	13.9413040667123
"MAP3K6"	13.879349970723
"TFAP2C"	13.8448313985373
"S1PR5"	13.8122854681141
"TMEM254-AS1"	13.7971649882389
"ADGRB1"	13.7780458337225
"ZNF600"	13.7770980174354
"JUND"	13.7515545392148
"RTN4RL2"	13.7297765987864
"SHANK3"	13.7244505286607
"MAP3K12"	13.723117999017
"BBC3"	13.6384064914415
"HELZ2"	13.5686721060372
"RAB37"	13.5682438120565
"FGFR4"	13.5339259873138
"EBF4"	13.5202669473109
"TMEM54"	13.5192724622199
"CASTOR3P"	13.5081193730686
"SETD7"	13.5079350158247
"SNTA1"	13.4332042420017
"LRRC26"	13.4303745842433
"KLHL2"	13.4038060733872
"CASKIN2"	13.39645570519
"SELENBP1"	13.3956600187655
"PLPP6"	13.3877037739481
"P4HA2"	13.3791055342833
"PTPRS"	13.3256311927112
"IAH1"	13.2981019116569
"ATP2A3"	13.2664931644445
"CASKIN1"	13.250885986106
"RTN2"	13.2381035961684
"THAP7-AS1"	13.2216283020042
"WASH8P"	13.1617592022633
"FZD2"	13.1582597358212
"APC2"	13.1450546704592
"PDGFRL"	13.0919804296492
"CRTC1"	13.0742248302593
"UNC5B-AS1"	13.0466581741823
"SLC35E4"	13.0309477936309
"H2BC5"	13.0279175351734
"CA11"	12.9730771230908
"GPR37L1"	12.9592373035913
"SDK2"	12.897426906143
"PFKFB4"	12.7265795168802
"SLC22A23"	12.6806367542347
"LPIN3"	12.6291074363571
"SLC27A1"	12.6287322911499
"PAQR7"	12.6261702355346
"SCN8A"	12.6221906544425
"SCAMP5"	12.620264985412
"KIF3C"	12.6031664383308
"INPP5J"	12.6004490395494
"MAST1"	12.5953927795156
"ASIC1"	12.5715239858806
"MMP15"	12.5714121869427
"HDAC11"	12.5652886559416
"LTBP3"	12.5601977332379
"LAMA5"	12.5257967393392
"MEIS3"	12.523365180359
"CYP2W1"	12.5008035300512
"RELL1"	12.4966032720773
"HSD11B1L"	12.4834309761797
"BMP8B"	12.4550921636661
"PTK7"	12.4173860295387
"NPPC"	12.4044633093232
"CAMK2N2"	12.4022200183802
"SAMHD1"	12.4021827328095
"TMEM198"	12.3733950647352
"PPP2R5B"	12.3690552382772
"TMEM151A"	12.3625320446206
"MISP3"	12.3549523848002
"UNC93B1"	12.3414654401378
"H2BC21"	12.3304726507792
"DGCR5"	12.3243750164472
"CEND1"	12.285469465059
"AHNAK2"	12.2712692597109
"AP3B2"	12.2636373550925
"ZFPL1"	12.2614523889657
"ZNF2"	12.2487745821674
"BCAM"	12.2123151549659
"TBKBP1"	12.2099855005737
"LBH"	12.1975705794314
"ZNF487"	12.1917322707404
"F2R"	12.1861825456229
"ABCA3"	12.1795986540916
"TMEM37"	12.1665542635064
"SNAI3"	12.1611118377223
"ZNF579"	12.1232484258858
"GPC1-AS1"	12.1130749900811
"NTF4"	12.1070245560774
"ARHGAP45"	12.1063227754673
"ALDOC"	12.0943369866999
"PSCA"	12.0395537021084
"FAM131C"	12.0351669136093
"CBARP"	12.0272973287399
"ACTL10"	12.0094507164219
"HNRNPD"	11.9987077612468
"MIAT"	11.9475242058859
"PNPLA2"	11.9372049752345
"CYB5D2"	11.89331126239
"RAB36"	11.8909030048055
"ZNF554"	11.8840341144724
"RASGEF1A"	11.8724681695672
"MAB21L4"	11.8617525171819
"PLA2R1"	11.8444995298832
"GNAZ"	11.8089845566371
"STMN3"	11.742594129218
"MYB"	11.7321759320112
"SEMA6C"	11.7139597849782
"GAMT"	11.6687185094851
"KIF26A"	11.5991959049632
"TACSTD2"	11.5798505736216
"TPPP"	11.5547015436642
"CNNM1"	11.5483736405996
"UNC5A"	11.5059266619754
"FBXO41"	11.4352305886236
"DISP2"	11.4247937629992
"PCYOX1L"	11.4244090302181
"RGS9BP"	11.4001178437083
"HOXA5"	11.3545319918889
"MCF2L"	11.3231897389812
"PBXIP1"	11.2959358852657
"MB"	11.2876139817425
"PIGZ"	11.2629215761512
"EPHX2"	11.2586781946886
"YPEL5"	11.1938312409007
"MEGF6"	11.1929916700352
"MAPK11"	11.1801315022798
"RTN4RL1"	11.1604046642807
"RUNDC3A-AS1"	11.1153707246764
"WIPF3"	11.1092206098513
"IER5L"	11.0804759035639
"SOX18"	11.0697049318258
"UNC5B"	11.0543402336449
"CNTNAP1"	11.0478660354671
"PKDCC"	11.046005578699
"MAP10"	11.042397510044
"SEC14L5"	11.0337565201672
"SYNGR3"	11.0292886814174
"NOTCH3"	11.0288432397976
"CHRM4"	11.0224017758378
"CHGB"	11.0187876005358
"EPPK1"	11.0160867188826
"B3GNT9"	10.9806022134767
"DLGAP3"	10.9737489200904
"AXIN2"	10.9010342303567
"BRSK1"	10.8816663053518
"SIM2"	10.8655303058097
"PLXNA3"	10.8586031317829
"GRAMD4"	10.8431466578067
"BATF2"	10.8312743292634
"SMIM1"	10.7926005369358
"GDPD5"	10.7917204040429
"SELENOM"	10.789282783379
"NECAB3"	10.7721259634742
"C2orf15"	10.7643287764111
"TSNARE1"	10.7492376123746
"RET"	10.7460224169648
"UBA7"	10.7321231132376
"UPK2"	10.7251307698627
"SYT5"	10.667027026582
"TMOD2"	10.66100310574
"DLX3"	10.6547400206846
"MVB12B"	10.6460149665389
"FA2H"	10.6241483925834
"C2CD4C"	10.6051300403794
"CARMIL2"	10.6025023286795
"MGAT3"	10.6014555891163
"CES3"	10.5968958389327
"PRSS8"	10.5796986841626
"MC1R"	10.5498965350485
"ATP6V1B1"	10.5276202412244
"MVP"	10.4895499061034
"SNX30"	10.4776794911819
"GATA2"	10.4736961668481
"WDR45"	10.4193334642187
"AIF1L"	10.3883794757763
"STAT5A"	10.3739768069812
"RAB3C"	10.3475464118898
"SLC45A4"	10.3357233285233
"SH2D3C"	10.3291648035761
"GLTPD2"	10.3180413479231
"WNT9A"	10.2872825531213
"IL17RC"	10.2403627432001
"CKMT1A"	10.2286500818586
"TMEM191B"	10.1955579651089
"SALL2"	10.187605711841
"ACHE"	10.1767136020907
"KCNK6"	10.1730135051038
"ARC"	10.1709436227591
"METRNL"	10.140358058058
"FHIP1A"	10.1311449042145
"RAB3A"	10.1303261997085
"IZUMO4"	10.1243684260585
"PLEKHG5"	10.1222762038081
"CLU"	10.107772238335
"FBXO6"	10.099661482765
"FSTL4"	10.0886050169035
"NFATC4"	10.0851129605347
"GREB1"	9.99548031106691
"SMIM10L2B"	9.99527014146108
"TUBB4A"	9.97625693160257
"SPEG"	9.92232797045498
"HOXB13"	9.91533053464686
"SDC3"	9.90565341636158
"KNDC1"	9.90053231463136
"IGF2"	9.89359469454983
"TMEM140"	9.86014825717671
"ACSL1"	9.84988034519396
"CREBRF"	9.84828188415912
"ZNF160"	9.82431273405825
"ANO8"	9.8206452212086
"NKAIN1"	9.80281791897924
"FGFRL1"	9.78407784369798
"KCNC1"	9.77061288463503
"CSPG5"	9.75983858152203
"PRDM11"	9.75387379757473
"RTN4R"	9.73528234694673
"LOC100507002"	9.73310847851958
"PLLP"	9.69647416371235
"ANXA9"	9.68983457349742
"ISLR"	9.68782773985845
"VMAC"	9.68442205782407
"TSHZ2"	9.64924632709995
"INHBB"	9.63941113549364
