"SYMBOL"	"RANK"
"ZDHHC20"	244.050833027013
"EMP2"	225.790507598362
"HIPK3"	209.988418480571
"STEAP3"	187.591665385125
"HS6ST1"	177.150953367778
"SAR1B"	174.040861317657
"MOGS"	165.59901529878
"IL10RB"	156.257000074664
"SLC71A1"	152.048653601724
"YPEL2"	137.798001597439
"TLN1"	134.000941679605
"RAB15"	130.500544193725
"SCAMP1"	128.464715268915
"TMEM184B"	127.486489537203
"ZSWIM8"	125.54838977152
"PANK3"	116.889646546973
"ANO10"	114.505007355617
"POLR3E"	113.687946077953
"ADCY9"	109.48397456125
"UGP2"	106.530903259616
"BTRC"	105.81743517203
"ZFAND6"	103.48117129953
"HERPUD2"	101.112053418622
"CIPC"	99.0463648340383
"RTF1"	94.712196796326
"TMEM41A"	90.8031366537137
"CPNE2"	87.7701382169496
"NDUFA5"	84.1274338972005
"DHX40"	82.8135650740536
"SLC41A1"	82.3513469934951
"CAPN5"	80.4272629156552
"TOB1"	80.1748402443042
"CHPF"	79.0028254862276
"MRPS6"	78.8774035078046
"TP53INP1"	78.6863732294727
"BCAT2"	77.2680583251765
"MED15"	75.8934299618523
"TIMM17B"	74.7063586354855
"IQSEC1"	73.9582576081413
"SPRING1"	73.8787599412227
"DNMT1"	72.3714170277925
"YES1"	71.2980514054418
"SS18L1"	69.4182217800362
"SHISA5"	69.2611323775517
"TOP1MT"	69.0930522186775
"POM121C"	68.2169593360306
"MAPK3"	67.4126691369974
"ICMT"	66.8964533939272
"SPTLC1"	66.8313949753836
"RNF144A"	66.5503067080297
"NUDT15"	66.1883315185626
"CTIF"	66.1340746496859
"PTPN9"	65.0272894786384
"USP38"	63.6700786396491
"GOLGA4"	62.3852962492412
"NACC2"	62.1614461432963
"THUMPD1"	61.3356438067475
"GNB1"	61.1851545320767
"FAM171B"	60.0367904732585
"TNRC6A"	59.9972130379995
"ATF2"	59.6710010707765
"USP15"	59.6467434963241
"BLTP2"	59.4298639052217
"SEC63"	59.3113434995749
"HPS6"	58.5607977089345
"LMF1"	58.499041575547
"POM121"	58.311433413749
"KANK2"	58.1228562962677
"RPTOR"	57.7831082214597
"RBM38"	57.3742044035942
"CYB5R4"	56.7653624567743
"PGRMC2"	56.4576351628328
"LAMP2"	55.7726049448712
"VPS8"	55.375636999334
"G3BP2"	54.6090332894432
"PRRC2B"	54.5605501954019
"ELOVL7"	54.0102045571218
"KAT5"	53.9006434405022
"PLXNB2"	53.2992727893686
"ERMP1"	53.2813718374995
"PJA2"	53.2653953544505
"METTL16"	53.2478728357408
"SEC24B"	53.1087376711199
"SMAD2"	52.9969284011297
"AKAP8"	52.9286765275403
"ATP1B1"	52.6472584261166
"CNNM3"	52.339894706514
"GDF11"	51.7429123784553
"SUCLG1"	51.1047843217713
"NANP"	51.0496856863037
"UCK1"	51.0198636246777
"SLC26A6"	51.0090338699867
"CADM4"	50.6981473745066
"ATP11C"	50.4020986328094
"NDC1"	49.5922110505826
"GPR180"	49.5755289027785
"ZNF644"	49.5309223611049
"TBC1D7"	49.2727782422565
"WASF1"	49.0925590594489
"MFSD6"	48.9971861373092
"CNNM2"	48.5141572574808
"RBM15B"	48.090755187382
"PWWP2B"	47.6976268520489
"LRFN1"	47.6963423660149
"SLC25A4"	47.5018060302606
"PXYLP1"	47.4740338397459
"TYSND1"	47.4659982184829
"TK2"	47.1656054280352
"SLC29A3"	47.074931721568
"SURF1"	46.9070634196626
"ASH1L"	45.7960261301431
"KPNA1"	45.7501503965887
"TJP3"	45.634592235863
"PPARA"	45.5325020955082
"NT5DC2"	45.4035736807741
"MED28"	45.3354434704834
"OSBPL11"	45.2496935164239
"INPP4A"	45.2170140105417
"SNX27"	45.1603811147961
"CNOT3"	45.1523348740225
"SEC24A"	44.8211354728167
"ASAP3"	44.7691683781661
"ALDH9A1"	44.5803378845951
"CASK"	44.5384890621847
"TMEM115"	44.1757569795072
"ATE1"	44.082384583092
"SPIRE2"	43.7230399660454
"UHMK1"	43.61498665801
"ZNF652"	43.5583210988217
"CNIH4"	43.323677335693
"ELF3"	43.0958042903971
"RMDN3"	42.8375668846382
"BET1"	42.696016965513
"SBNO1"	42.5978417962844
"EIF4E2"	42.4607762137478
"ROBO1"	42.4430145460666
"CASTOR2"	42.296133305012
"FAR1"	42.2892282330474
"DAP3"	41.9700015464364
"TMEM9"	41.2527899364886
"BCL2L11"	41.1061026343778
"APOL1"	41.0446542636198
"YWHAH"	41.0317724985016
"THG1L"	40.5214244398879
"TCIRG1"	40.4930506757927
"ILF3"	40.4908607153055
"HCN2"	40.3408585939244
"DRAM1"	40.175524657756
"FASN"	40.1299212008252
"RPRD2"	40.0044653316713
"IRF2BPL"	40.001214506059
"WDR6"	39.98173758735
"KHNYN"	39.7704015067448
"SGTA"	39.6678910283338
"ACBD3"	39.6434996369774
"RUFY2"	39.6077031936838
"SSH3"	39.4774934462879
"PTPRH"	39.2704878622505
"PLBD1"	39.2271700948281
"RMC1"	39.1682077879822
"SLC33A2"	39.1115388252155
"R3HDM2"	39.0656378916385
"TM9SF2"	38.9750949075328
"TUBB3"	38.8531844112027
"SPCS2"	38.7697932711231
"CCDC88C"	38.7391152508191
"SEMA4F"	38.5653986612196
"LOC101928596"	38.5155325225812
"NICN1"	38.368264974413
"OSGIN2"	38.3148098215367
"HS1BP3"	38.252041092052
"SP3"	38.1578495232915
"SNRNP27"	38.0574169424252
"RAB11FIP4"	37.9693328209198
"SLC25A23"	37.9304227842446
"PDPR"	37.8356934655935
"LYNX1"	37.828108227937
"AKT1S1"	37.7719798266524
"ADRA2C"	37.6933710316327
"TARBP2"	37.4379554033813
"PACS2"	37.3635724999745
"MTHFR"	37.3600670554575
"ULK1"	37.2661162426309
"DHTKD1"	37.1145601688215
"KREMEN1"	37.0006880698713
"SH3GLB1"	36.8384857736985
"TCAIM"	36.7146108827803
"GLO1"	36.602442488161
"CLASP1"	36.5143105481941
"CYBC1"	36.4977769187052
"SECISBP2L"	35.9060055323347
"ZNF286A"	35.7162907963517
"AGO4"	35.5439552528447
"B4GAT1"	35.4688534820073
"RAB26"	35.293154993833
"PRC1"	35.1962382431059
"KDM4A"	35.0314491398209
"TGFBR1"	34.9639658151218
"LRRK1"	34.8346652645509
"WHAMM"	34.7895634699686
"HECA"	34.3454343181784
"CTSH"	34.3403021528124
"CERCAM"	34.304341207698
"TMEM170B"	34.2605478120562
"NPDC1"	34.2540784638784
"SS18"	34.1210153905007
"RNPS1"	34.0651431980194
"TRIM2"	34.0127434250842
"CASC3"	33.984672572474
"TNRC6C"	33.830169894094
"MAGED2"	33.7247105139816
"EPHX1"	33.700137411101
"ABTB1"	33.6734513876092
"FGFR3"	33.5590675645618
"INPPL1"	33.3672792598177
"RRM2B"	33.3357859200764
"TACC2"	33.2657202029493
"PLPPR2"	33.229152911568
"MUC1"	33.1996091173348
"ZNF618"	33.1654962488825
"NELFB"	32.9675028580883
"TMEM181"	32.922390193137
"ATP1A3"	32.9089260168554
"KDM4B"	32.901764496073
"PTBP3"	32.8512983883181
"LAMB2"	32.7680074078712
"BMF"	32.683473321288
"SLC29A4"	32.6377363918784
"NOL4L"	32.4790344928207
"FOXO3"	32.3870790153345
"FBXO44"	32.3267222089033
"SURF4"	32.1198669644632
"PDPK1"	31.973675617273
"IFI30"	31.7399836613806
"NR2F2"	31.6626614851354
"CLN5"	31.5875917660912
"RAB3D"	31.3713381447941
"SYT17"	31.3657012093899
"SVIL-AS1"	31.242647356357
"NAGLU"	31.1950482294757
"SMPD3"	31.113299181485
"CELSR2"	31.0877592178454
"SECTM1"	31.0652092576488
"KREMEN2"	30.9754543689983
"POGLUT2"	30.8770798537081
"PIK3R2"	30.8616939319917
"INSR"	30.7539438176635
"CITED2"	30.6211980803541
"LRRC20"	30.5090320484908
"IFITM10"	30.447872800061
"DDX3X"	30.4434976168211
"DYRK2"	30.3511440589815
"ATP7B"	30.3340090419548
"GOPC"	30.2160065502649
"PELI1"	30.0918710094865
"ZNF425"	30.0806411871124
"DCAF11"	30.068184552736
"P3H1"	30.0095210121073
"CNNM4"	29.9340760889001
"MPP2"	29.8463586723709
"CHST12"	29.7902786638796
"NLGN2"	29.7088854815685
"BLZF1"	29.6728772264963
"THEMIS2"	29.5464928396994
"RIT1"	29.5142033308996
"CLPP"	29.3868694834458
"LMTK2"	29.3093080312214
"PDE4A"	29.2878868848684
"KRCC1"	29.2584648598686
"NPTXR"	29.2380159989598
"RNF213"	29.2041308424901
"CAMSAP3"	29.0920888760758
"CKB"	29.0301134764358
"DENND6B"	28.9123393240431
"SHISA4"	28.8253658605696
"TRIM62"	28.8115457116927
"MAPK8IP2"	28.7609678735673
"FBXO2"	28.7609001798918
"XPR1"	28.7206781952538
"LZTS2"	28.6824668208043
"RC3H2"	28.6058827550486
"IRS2"	28.430006260599
"MIB1"	28.419353285101
"TMEM132A"	28.3105916791569
"GAN"	28.20501097718
"HIPK1"	28.0947186982187
"SPOPL"	27.9156412044458
"AMPD2"	27.9052067521632
"UBXN2B"	27.7276701470729
"PRRT2"	27.6097601110374
"IDH3A"	27.5499125487246
"PCDH1"	27.3902612258116
"SLC25A29"	27.3827552246389
"KLHL26"	27.356514272338
"CELSR1"	27.1535053267781
"TMEM145"	26.9354388560235
"TEAD1"	26.9122224981158
"LAMTOR1"	26.7767078430217
"SLC36A1"	26.7690257597253
"PKP3"	26.7412408434356
"YIF1A"	26.730006455252
"FOXO6"	26.7031919254561
"KLHL22"	26.671676916535
"DUSP9"	26.6649400530569
"INPP5A"	26.6570144353037
"PAQR3"	26.6367824317374
"SNX33"	26.6300000624437
"HYAL2"	26.5630141706376
"CLIP2"	26.5344390494308
"LIMD1"	26.5282572123681
"EPHB2"	26.524766790544
"RHOB"	26.5090484917482
"MAPK8IP1"	26.4810568997139
"RAP2B"	26.4338280325891
"DBP"	26.3473068026671
"PNRC1"	26.2653137844427
"LCOR"	26.2064490733269
"MSMO1"	26.0797876326739
"NATD1"	26.038535884841
"ZCCHC3"	26.0249625472106
"CAPNS1"	25.9810603937536
"RASSF2"	25.9716906803273
"FUT2"	25.9011192310851
"ZYX"	25.8797393774747
"LGALSL"	25.8577580123475
"ENTPD8"	25.7824610455677
"MTUS1"	25.6655488478324
"CLIC4"	25.6500276970666
"KCTD17"	25.5647298415419
"RAB14"	25.534627943191
"VPS26C"	25.4408529565972
"AASS"	25.3682474127635
"KCNH3"	25.3468090649571
"RALGPS1"	25.2730889267693
"TFEB"	25.2392788602383
"GALK1"	24.7817882861893
"KLHL42"	24.7528198235719
"ARHGEF17"	24.6229048397611
"TMEM191A"	24.5705884735547
"MATN2"	24.5607653918914
"CCDC149"	24.4621559226316
"KDM1A"	24.4422920835202
"ZFPM1"	24.3999802235396
"RFX2"	24.36618416288
"TINCR"	24.3557889572586
"GPRC5C"	24.3255795470116
"COQ10A"	24.1539636058726
"CACHD1"	24.0836278368986
"ZNF12"	23.9317498517961
"SRC"	23.9160203744319
"TAOK2"	23.9018875844089
"SCN1B"	23.8815905396826
"SOX12"	23.8605143068046
"TRPM4"	23.8454454397511
"JAG2"	23.8111993135973
"SLC11A2"	23.8085086643932
"TM7SF2"	23.7777144841612
"ZBTB42"	23.6662181338412
"ANKRD46"	23.5610877849971
"AFF4"	23.4786347715233
NA	23.3805848466247
"ASS1"	23.3438881973881
"CPLX1"	23.3231616900924
"HDAC5"	23.2991564998925
"SIPA1"	23.2764996205401
"PPFIA3"	23.1862302627275
"DAPK2"	23.1175422629896
"ZNF467"	23.0226802958511
"SWT1"	22.9685525501704
"PLPP1"	22.9010630837791
"SNAPC1"	22.8448193981756
"OPLAH"	22.779776300227
"VSIR"	22.5274125342064
"RASD2"	22.5113398626006
"NORAD"	22.5103905667162
"DENND2B"	22.5059058269714
"ZC3H13"	22.3872857337139
"MXD4"	22.3359205323956
"DAGLA"	22.3036124941999
"POR"	22.2403672992735
"NFIB"	22.2180389590796
"ZFHX2"	22.1776601212195
"LGALS3"	22.1116402869821
"LRRC8E"	22.103565415703
"PRRC2C"	22.0871043063184
"KRT19"	22.0768504537353
"RNASET2"	22.0372127798704
"ZFYVE9"	21.9786512691358
"POLD3"	21.9735115815132
"KLHL24"	21.9582102092729
"IPO11"	21.8847008725076
"GRINA"	21.8686603770292
"ICAM5"	21.8525551375481
"DNAJC18"	21.7710803111473
"TP73"	21.750377206264
"LRP1"	21.7038072984494
"SOCS4"	21.6869740275107
"ZBTB47"	21.672334659321
"OBSL1"	21.6585987151379
"CAMLG"	21.6482669276183
"TTC17"	21.6209270533151
"ZNF562"	21.6188396733096
"AHDC1"	21.5904861462389
"SNPH"	21.5488661777932
"VSTM2L"	21.4890199337358
"MADD"	21.4753803451455
"RBPJ"	21.4736269611681
"SEZ6L2"	21.3663642706713
"RNF103"	21.3609345614983
"HSD3B7"	21.3033288399474
"CHST15"	21.2937808058309
"SLC5A3"	21.2086834686925
"TMEM229B"	21.1281169066718
"ZNF217"	21.0376604092977
"SHOX2"	20.9861466227834
"IQSEC2"	20.9008817009256
"ARHGEF10L"	20.897522135882
"FAM171A2"	20.8676802005189
"EXOC4"	20.8666570699133
"PAFAH1B2"	20.8540705993845
"TRIM3"	20.8448460051129
"TGFB1"	20.8422419054995
"MKNK2"	20.8258696646755
"TP53INP2"	20.7965287280786
"WNK2"	20.7837339845863
"SLC7A2"	20.670500422418
"SLC66A3"	20.6334753652619
"HBP1"	20.6081980610134
"RAB6B"	20.5863885400763
"GNA13"	20.5146025694099
"CDK18"	20.3654676468913
"ATG2A"	20.3457563898094
"LRFN3"	20.2894783213617
"RTL5"	20.2846042194643
"CLIC3"	20.268412329539
"ZDHHC1"	20.2330796741462
"SPAG16"	20.198588780583
"MFAP3L"	20.1823914637069
"COQ4"	20.0164682414775
"EVA1B"	19.9513483063874
"MTFP1"	19.8703093648676
"DSP"	19.765723269732
"DEXI"	19.6655682811062
"PTPRN2"	19.6319231264483
"SCRN2"	19.6218252537635
"KIAA0513"	19.590766473072
"EME2"	19.5813394151081
"PRR15L"	19.581247596615
"PIAS2"	19.542409931283
"ALCAM"	19.5373575870423
"SEL1L"	19.4755696208111
"MRAS"	19.4701658337619
"CYFIP2"	19.467250987147
"CXCL16"	19.4452064600147
"ZSCAN32"	19.4137958137129
"ZNF629"	19.409531189705
"SLC35D1"	19.3777944944842
"ARL5A"	19.3454961624024
"P2RX4"	19.3376264728916
"TSC22D4"	19.336095534269
"CERS4"	19.2907837605089
"FN3K"	19.2808016885314
"TLE2"	19.2620868692996
"CALCOCO1"	19.2458427069841
"PALM"	19.2156432231383
"CORO2A"	19.2144310911566
"SSBP3"	19.2140119240345
"CCDC136"	19.1348657432398
"SH3PXD2A"	19.0962582044281
"HDHD3"	19.0662047377086
"AQP3"	19.0644147310879
"RARG"	19.035270999769
"ZNF500"	19.0261318834361
"PPP1R14B"	18.9091500666083
"GNS"	18.8981740928553
"FOXN3"	18.8855278133573
"EVPL"	18.8726199174616
"PPM1L"	18.8604192225327
"FSTL3"	18.8581251176045
"RHBDD1"	18.8239493102332
"PARP10"	18.8182954949455
"DOCK9"	18.8068864103203
"ACE"	18.7968883467697
"ZNF606"	18.7617650287809
"SYNPO"	18.7332162356
"NYNRIN"	18.6602030755699
"PIK3R3"	18.6409773351596
"NBPF3"	18.6339886693657
"CDK14"	18.5659320314044
"RAB40B"	18.4705145634944
"MYH14"	18.3624711472079
"CLSTN3"	18.3582654711661
"HMOX1"	18.340387219383
