ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0044784	GO:0044784	metaphase/anaphase transition of cell cycle	13/720	99/18860	0.131313131313131	3.43967452300786	4.84873482778946	9.86796913711493e-05	0.0054693502504791	0.00499069703486273	55143/991/83540/11130/55055/9212/6605/147841/699/11065/891/54908/10783	13
GO:0007173	GO:0007173	epidermal growth factor receptor signaling pathway	15/720	127/18860	0.118110236220472	3.09383202099738	4.71679463881393	0.000101718962534526	0.0055737367879714	0.00508594812672628	54206/867/10253/5771/55704/7039/8527/868/2069/374/685/55294/3672/1839/25	15
GO:0033260	GO:0033260	nuclear DNA replication	8/720	41/18860	0.195121951219512	5.11111111111111	5.25000611153312	0.000135563560196399	0.0073448032277195	0.00670201870633882	2237/5888/54962/79915/80174/9837/8318/10926	8
GO:0045740	GO:0045740	positive regulation of DNA replication	8/720	42/18860	0.19047619047619	4.98941798941799	5.15649251771419	0.000161918619567821	0.00867523981728924	0.00791602140109346	79991/7465/144455/79915/80174/993/2069/10926	8
GO:0051081	GO:0051081	nuclear membrane disassembly	5/720	15/18860	0.333333333333333	8.73148148148148	5.96784061446789	0.000174508190309005	0.0092470164139563	0.00843775865230355	7465/1111/7443/993/10783	5
GO:1901992	GO:1901992	positive regulation of mitotic cell cycle phase transition	13/720	105/18860	0.123809523809524	3.24312169312169	4.59193664884013	0.000180650660174433	0.00946845090609907	0.00863981418225548	991/163786/51514/6240/7465/595/1111/80174/994/11065/993/891/301	13
GO:0006275	GO:0006275	regulation of DNA replication	14/720	120/18860	0.116666666666667	3.05601851851852	4.50131897117653	0.000195627842412469	0.0101431984528272	0.00925551082381574	6282/51377/79991/7465/144455/79596/54962/79915/80174/993/2069/10926/4176/79075	14
GO:0007098	GO:0007098	centrosome cycle	16/720	150/18860	0.106666666666667	2.79407407407407	4.39497129803707	0.000202565317650413	0.0103911698054286	0.00948178082618954	163786/23411/9793/1111/4659/81565/672/23354/6790/56992/25886/9662/10733/11127/51175/26548	16
GO:0035825	GO:0035825	homologous recombination	10/720	68/18860	0.147058823529412	3.85212418300654	4.69400256503363	0.000242464746045614	0.0122231391500851	0.0111534243592647	8438/10635/5888/29893/672/146956/5932/29128/11144/84057	10
GO:0030397	GO:0030397	membrane disassembly	5/720	16/18860	0.3125	8.18576388888889	5.72866364460396	0.000245882309738335	0.0122231391500851	0.0111534243592647	7465/1111/7443/993/10783	5
GO:0038065	GO:0038065	collagen-activated signaling pathway	5/720	16/18860	0.3125	8.18576388888889	5.72866364460396	0.000245882309738335	0.0122231391500851	0.0111534243592647	84959/1282/1284/22801/3673	5
GO:2001251	GO:2001251	negative regulation of chromosome organization	12/720	97/18860	0.123711340206186	3.24054982817869	4.40754009476888	0.000319274515871442	0.0157096093421642	0.0143347741819831	55143/991/83540/11130/79991/55055/9212/147841/699/891/54908/54984	12
GO:0031570	GO:0031570	DNA integrity checkpoint signaling	14/720	126/18860	0.111111111111111	2.91049382716049	4.28669506064951	0.000326498445922937	0.0159027828913172	0.0145110420410194	63967/51514/595/3014/1111/5888/79968/54962/55159/672/146956/8318/5810/26272	14
GO:0070373	GO:0070373	negative regulation of ERK1 and ERK2 cascade	11/720	84/18860	0.130952380952381	3.43022486772487	4.44724957612863	0.000341663338099814	0.016475006163173	0.0150331868763918	54206/1848/10253/161742/5771/200734/3976/81848/7430/7099/25	11
GO:0061982	GO:0061982	meiosis I cell cycle process	15/720	142/18860	0.105633802816901	2.76701877934272	4.21078001376373	0.000352199652216041	0.0168149180493639	0.0153433511856493	991/8438/11130/10635/5888/29893/146956/994/6790/11144/993/84057/9232/4603/1164	15
GO:0038130	GO:0038130	ERBB4 signaling pathway	4/720	10/18860	0.4	10.4777777777778	5.97252232183761	0.000367935284568389	0.017393960217537	0.0158717181578521	145957/2069/685/1839	4
GO:0030856	GO:0030856	regulation of epithelial cell differentiation	17/720	177/18860	0.096045197740113	2.51585059635907	4.03670174438725	0.000453221318773715	0.0212177980497753	0.0193609107048966	54206/7414/595/3845/10253/161742/2118/1829/200734/182/3976/10468/654/5054/857/2146/54845	17
GO:0006513	GO:0006513	protein monoubiquitination	9/720	61/18860	0.147540983606557	3.86475409836066	4.46469535080097	0.000480002412780688	0.0222554964848892	0.0203077943868753	29089/51514/867/5830/7334/79596/56852/25827/84541	9
GO:0031023	GO:0031023	microtubule organizing center organization	16/720	163/18860	0.098159509202454	2.57123381049761	4.01379872968362	0.0005189827075282	0.023833663006676	0.0217478467916579	163786/23411/9793/1111/4659/81565/672/23354/6790/56992/25886/9662/10733/11127/51175/26548	16
GO:0000077	GO:0000077	DNA damage checkpoint signaling	13/720	117/18860	0.111111111111111	2.91049382716049	4.12977084738251	0.000527463249536202	0.0239946017855053	0.0218947009241442	63967/51514/595/3014/1111/5888/79968/54962/55159/672/146956/5810/26272	13
GO:0071479	GO:0071479	cellular response to ionizing radiation	10/720	75/18860	0.133333333333333	3.49259259259259	4.30906722180097	0.000544108879372391	0.0245204954797539	0.0223745707405469	10276/23411/10635/5888/672/10010/1894/5810/26272/1958	10
GO:0045835	GO:0045835	negative regulation of meiotic nuclear division	4/720	11/18860	0.363636363636364	9.52525252525252	5.63464260165426	0.000560755493149864	0.025036694333043	0.0228455941653648	11130/3976/5810/286151	4
GO:0031401	GO:0031401	positive regulation of protein modification process	28/720	375/18860	0.0746666666666667	1.95585185185185	3.72480403764853	0.000593856505344397	0.026271340080465	0.0239721892065628	63967/991/23411/330/84259/8091/7334/10253/57214/23531/55704/10010/11065/3976/868/1894/10333/3093/2069/55024/55294/6502/26272/1958/857/2146/22976/8797	28
GO:0007080	GO:0007080	mitotic metaphase chromosome alignment	9/720	63/18860	0.142857142857143	3.74206349206349	4.34320619106784	0.000612194876419159	0.026836397219029	0.0244877950567664	55143/11004/83540/23411/3835/9212/891/54908/54984	9
GO:0043409	GO:0043409	negative regulation of MAPK cascade	17/720	183/18860	0.092896174863388	2.43336369156041	3.88181936080382	0.000664169439180601	0.0288524777993591	0.0263274372287806	54206/5997/1848/10019/10253/161742/5771/200734/3976/5859/2150/81848/7430/857/4609/7099/25	17
GO:0043114	GO:0043114	regulation of vascular permeability	8/720	52/18860	0.153846153846154	4.02991452991453	4.35880739105458	0.000738024429582351	0.0317745874950544	0.0289938168764495	23576/143282/5139/10979/7082/5562/654/9590	8
GO:1901184	GO:1901184	regulation of ERBB signaling pathway	10/720	78/18860	0.128205128205128	3.35826210826211	4.15791295573768	0.000745568057472898	0.0318153024171178	0.0290309686095642	54206/867/10253/5771/55704/8527/868/55294/3672/79628	10
GO:0006282	GO:0006282	regulation of DNA repair	20/720	236/18860	0.0847457627118644	2.219868173258	3.75698410522738	0.000756404089414096	0.031994565957498	0.0291945438019476	51377/22891/23411/3014/1111/10635/1663/8091/8089/7334/5888/6605/672/4862/150275/10721/6502/1161/8464/25	20
GO:0000727	GO:0000727	double-strand break repair via break-induced replication	4/720	12/18860	0.333333333333333	8.73148148148148	5.33737409662207	0.000815812109311776	0.0338453034374149	0.0308833129665337	51659/8318/4176/84296	4
GO:0051549	GO:0051549	positive regulation of keratinocyte migration	4/720	12/18860	0.333333333333333	8.73148148148148	5.33737409662207	0.000815812109311776	0.0338453034374149	0.0308833129665337	10982/9448/1839/3037	4
GO:0051984	GO:0051984	positive regulation of chromosome segregation	6/720	30/18860	0.2	5.23888888888889	4.62907734557611	0.000821215367519193	0.0338453034374149	0.0308833129665337	55143/9212/23397/56852/64151/891	6
GO:0061041	GO:0061041	regulation of wound healing	14/720	139/18860	0.100719424460432	2.6382893685052	3.86225041540563	0.000881788674267342	0.0360337710789587	0.0328802556506466	84959/10019/10979/302/51330/7056/90102/9076/2150/1839/84830/5054/857/301	14
GO:0051336	GO:0051336	regulation of hydrolase activity	17/720	190/18860	0.0894736842105263	2.3437134502924	3.70867044207475	0.0010117422918743	0.0409968179110747	0.0374089586911507	1969/3925/6000/10276/6001/10959/9824/81565/5271/10010/55854/1894/2150/5272/2146/66036/4915	17
GO:0001570	GO:0001570	vasculogenesis	10/720	82/18860	0.121951219512195	3.19444444444444	3.96747123272206	0.00110599326882869	0.0444252706732161	0.0405373685114374	1969/7490/161742/10052/7048/3696/857/22976/3037/4915	10
GO:0071356	GO:0071356	cellular response to tumor necrosis factor	19/720	226/18860	0.084070796460177	2.2021878072763	3.62226675620876	0.00111477763406453	0.0444252706732161	0.0405373685114374	7133/23411/355/330/55504/23405/672/5771/10010/9076/3093/3576/81792/2150/4217/9590/8439/4982/3037	19
GO:1902946	GO:1902946	protein localization to early endosome	4/720	13/18860	0.307692307692308	8.05982905982906	5.07284606107414	0.00114296877061963	0.0451753722289167	0.0412218245141504	55207/5868/7430/4478	4
GO:0000082	GO:0000082	G1/S transition of mitotic cell cycle	20/720	246/18860	0.0813008130081301	2.12962962962963	3.5529632145253	0.00126017405287966	0.049402920999884	0.0450793970135814	1031/163786/6240/7465/595/144455/55159/6605/5932/993/55294/6502/891/79616/10926/1021/2146/4609/301/85417	20
