NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_L_TRYPTOPHAN_METABOLIC_PROCESS	15		Rejected!	
GOBP_L_TYROSINE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_MACROAUTOPHAGY	392	46		
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	1709	187		
GOBP_MACROMOLECULE_DEACYLATION	46		Rejected!	
GOBP_MACROMOLECULE_DEPALMITOYLATION	15		Rejected!	
GOBP_MACROMOLECULE_METHYLATION	133		Rejected!	
GOBP_MACROPHAGE_ACTIVATION	119		Rejected!	
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	23		Rejected!	
GOBP_MACROPHAGE_APOPTOTIC_PROCESS	13		Rejected!	
GOBP_MACROPHAGE_CHEMOTAXIS	44		Rejected!	
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	7		Rejected!	
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_MACROPHAGE_CYTOKINE_PRODUCTION	17		Rejected!	
GOBP_MACROPHAGE_DIFFERENTIATION	74		Rejected!	
GOBP_MACROPHAGE_FUSION	6		Rejected!	
GOBP_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION	7		Rejected!	
GOBP_MACROPHAGE_MIGRATION	61		Rejected!	
GOBP_MACROPHAGE_PROLIFERATION	13		Rejected!	
GOBP_MACROPINOCYTOSIS	11		Rejected!	
GOBP_MAGNESIUM_ION_HOMEOSTASIS	13		Rejected!	
GOBP_MAGNESIUM_ION_TRANSPORT	21		Rejected!	
GOBP_MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY	5		Rejected!	
GOBP_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY	7		Rejected!	
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	37		Rejected!	
GOBP_MAINTENANCE_OF_CELL_NUMBER	203	30		
GOBP_MAINTENANCE_OF_CELL_POLARITY	14		Rejected!	
GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION	6		Rejected!	
GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS	7		Rejected!	
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	25		Rejected!	
GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY	8		Rejected!	
GOBP_MAINTENANCE_OF_LOCATION	218	21		
GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION	11		Rejected!	
GOBP_MAINTENANCE_OF_POSTSYNAPTIC_DENSITY_STRUCTURE	7		Rejected!	
GOBP_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	12		Rejected!	
GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE	8		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM	12		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	43		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION	65		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION	8		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION	5		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS	24		Rejected!	
GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	13		Rejected!	
GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE	36		Rejected!	
GOBP_MAINTENANCE_OF_TRANSLATIONAL_FIDELITY	8		Rejected!	
GOBP_MALATE_ASPARTATE_SHUTTLE	9		Rejected!	
GOBP_MALATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_MALE_GAMETE_GENERATION	756	54		
GOBP_MALE_GENITALIA_DEVELOPMENT	23		Rejected!	
GOBP_MALE_MATING_BEHAVIOR	8		Rejected!	
GOBP_MALE_MEIOSIS_I	29		Rejected!	
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	57		Rejected!	
GOBP_MALE_SEX_DETERMINATION	14		Rejected!	
GOBP_MALE_SEX_DIFFERENTIATION	170	23		
GOBP_MALONYL_COA_METABOLIC_PROCESS	6		Rejected!	
GOBP_MAMMALIAN_OOGENESIS_STAGE	11		Rejected!	
GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	20		Rejected!	
GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY	7		Rejected!	
GOBP_MAMMARY_GLAND_DEVELOPMENT	139	30		
GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS	34		Rejected!	
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION	18		Rejected!	
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	26		Rejected!	
GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	72	18		
GOBP_MAMMARY_GLAND_FORMATION	6		Rejected!	
GOBP_MAMMARY_GLAND_INVOLUTION	9		Rejected!	
GOBP_MAMMARY_GLAND_MORPHOGENESIS	48		Rejected!	
GOBP_MANCHETTE_ASSEMBLY	12		Rejected!	
GOBP_MANGANESE_ION_HOMEOSTASIS	6		Rejected!	
GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT	10		Rejected!	
GOBP_MANGANESE_ION_TRANSPORT	12		Rejected!	
GOBP_MANNOSE_METABOLIC_PROCESS	9		Rejected!	
GOBP_MAPK_CASCADE	809	121		
GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_MAST_CELL_ACTIVATION	76		Rejected!	
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	63		Rejected!	
GOBP_MAST_CELL_CYTOKINE_PRODUCTION	5		Rejected!	
GOBP_MAST_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_MAST_CELL_MIGRATION	13		Rejected!	
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	36		Rejected!	
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	58		Rejected!	
GOBP_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION	5		Rejected!	
GOBP_MATERNAL_TO_ZYGOTIC_TRANSITION_OF_GENE_EXPRESSION	6		Rejected!	
GOBP_MATING_BEHAVIOR	36		Rejected!	
GOBP_MATURATION_OF_5_8S_RRNA	41		Rejected!	
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	31		Rejected!	
GOBP_MATURATION_OF_LSU_RRNA	32		Rejected!	
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	23		Rejected!	
GOBP_MATURATION_OF_SSU_RRNA	73		Rejected!	
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	35		Rejected!	
GOBP_MATURE_B_CELL_DIFFERENTIATION	38		Rejected!	
GOBP_MATURE_CONVENTIONAL_DENDRITIC_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_MDA_5_SIGNALING_PATHWAY	11		Rejected!	
GOBP_MECHANORECEPTOR_DIFFERENTIATION	77	18		
GOBP_MECHANOSENSORY_BEHAVIOR	15		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	5		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	15		Rejected!	
GOBP_MEDIUM_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS	6		Rejected!	
GOBP_MEGAKARYOCYTE_DEVELOPMENT	23		Rejected!	
GOBP_MEGAKARYOCYTE_DIFFERENTIATION	70		Rejected!	
GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS	150	21		
GOBP_MEIOTIC_ATTACHMENT_OF_TELOMERE_TO_NUCLEAR_ENVELOPE	5		Rejected!	
GOBP_MEIOTIC_CELL_CYCLE	321	43		
GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	11		Rejected!	
GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	17		Rejected!	
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	236	34		
GOBP_MEIOTIC_CELL_CYCLE_PROCESS_INVOLVED_IN_OOCYTE_MATURATION	7		Rejected!	
GOBP_MEIOTIC_CHROMOSOME_CONDENSATION	6		Rejected!	
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	102		Rejected!	
GOBP_MEIOTIC_CHROMOSOME_SEPARATION	11		Rejected!	
GOBP_MEIOTIC_CYTOKINESIS	9		Rejected!	
GOBP_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION	8		Rejected!	
GOBP_MEIOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	6		Rejected!	
GOBP_MEIOTIC_MISMATCH_REPAIR	5		Rejected!	
GOBP_MEIOTIC_SISTER_CHROMATID_COHESION	19		Rejected!	
GOBP_MEIOTIC_SISTER_CHROMATID_COHESION_CENTROMERIC	5		Rejected!	
GOBP_MEIOTIC_SPINDLE_ASSEMBLY	17		Rejected!	
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	25		Rejected!	
GOBP_MELANOCYTE_DIFFERENTIATION	24		Rejected!	
GOBP_MELANOCYTE_PROLIFERATION	5		Rejected!	
GOBP_MELANOSOME_ASSEMBLY	19		Rejected!	
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY	467	54		
GOBP_MEMBRANE_BENDING	5		Rejected!	
GOBP_MEMBRANE_BIOGENESIS	69		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION	104	19		
GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	35		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	6		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	23		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL	5		Rejected!	
GOBP_MEMBRANE_DISASSEMBLY	13		Rejected!	
GOBP_MEMBRANE_DOCKING	88		Rejected!	
GOBP_MEMBRANE_FISSION	45		Rejected!	
GOBP_MEMBRANE_FUSION	202	23		
GOBP_MEMBRANE_HYPERPOLARIZATION	13		Rejected!	
GOBP_MEMBRANE_INVAGINATION	65		Rejected!	
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	155	22		
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	56		Rejected!	
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	223	31		
GOBP_MEMBRANE_ORGANIZATION	874	102		
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	51		Rejected!	
GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	16		Rejected!	
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	63		Rejected!	
GOBP_MEMBRANE_RAFT_ASSEMBLY	14		Rejected!	
GOBP_MEMBRANE_RAFT_LOCALIZATION	9		Rejected!	
GOBP_MEMBRANE_RAFT_ORGANIZATION	30		Rejected!	
GOBP_MEMBRANE_REPOLARIZATION	58		Rejected!	
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	34		Rejected!	
GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	19		Rejected!	
GOBP_MEMBRANE_TO_MEMBRANE_DOCKING	6		Rejected!	
GOBP_MEMBRANE_TUBULATION	12		Rejected!	
GOBP_MEMBRANOUS_SEPTUM_MORPHOGENESIS	10		Rejected!	
GOBP_MEMORY	132	23		
GOBP_MENAQUINONE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_MENAQUINONE_METABOLIC_PROCESS	6		Rejected!	
GOBP_MESANGIAL_CELL_DEVELOPMENT	6		Rejected!	
GOBP_MESANGIAL_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	15		Rejected!	
GOBP_MESENCHYMAL_CELL_DEVELOPMENT	7		Rejected!	
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	274	47		
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	7		Rejected!	
GOBP_MESENCHYMAL_CELL_MIGRATION	62		Rejected!	
GOBP_MESENCHYMAL_CELL_PROLIFERATION	47		Rejected!	
GOBP_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT	6		Rejected!	
GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING	9		Rejected!	
GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS	6		Rejected!	
GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION	12		Rejected!	
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION	20		Rejected!	
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	11		Rejected!	
GOBP_MESENCHYME_DEVELOPMENT	342	56		
GOBP_MESENCHYME_MIGRATION	5		Rejected!	
GOBP_MESENCHYME_MORPHOGENESIS	62	16		
GOBP_MESENDODERM_DEVELOPMENT	5		Rejected!	
GOBP_MESODERMAL_CELL_DIFFERENTIATION	34		Rejected!	
GOBP_MESODERMAL_CELL_FATE_COMMITMENT	17		Rejected!	
GOBP_MESODERMAL_CELL_FATE_SPECIFICATION	12		Rejected!	
GOBP_MESODERMAL_CELL_MIGRATION	5		Rejected!	
GOBP_MESODERM_DEVELOPMENT	138	20		
GOBP_MESODERM_MORPHOGENESIS	78	15		
GOBP_MESONEPHRIC_DUCT_DEVELOPMENT	9		Rejected!	
GOBP_MESONEPHRIC_TUBULE_FORMATION	10		Rejected!	
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS	68		Rejected!	
GOBP_MESONEPHROS_DEVELOPMENT	103	16		
GOBP_METABOLIC_COMPOUND_SALVAGE	45		Rejected!	
GOBP_METABOLITE_REPAIR	8		Rejected!	
GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY	29		Rejected!	
GOBP_METAL_ION_TRANSPORT	887	110		
GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT	10		Rejected!	
GOBP_METANEPHRIC_DISTAL_TUBULE_DEVELOPMENT	7		Rejected!	
GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT	27		Rejected!	
GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT	5		Rejected!	
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT	16		Rejected!	
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT	9		Rejected!	
GOBP_METANEPHRIC_LOOP_OF_HENLE_DEVELOPMENT	6		Rejected!	
GOBP_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_METANEPHRIC_MESENCHYME_DEVELOPMENT	14		Rejected!	
GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT	39		Rejected!	
GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT	24		Rejected!	
GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS	23		Rejected!	
GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS	8		Rejected!	
GOBP_METANEPHRIC_PART_OF_URETERIC_BUD_DEVELOPMENT	6		Rejected!	
GOBP_METANEPHRIC_PROXIMAL_TUBULE_DEVELOPMENT	5		Rejected!	
GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS	13		Rejected!	
GOBP_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS	5		Rejected!	
GOBP_METANEPHRIC_TUBULE_FORMATION	6		Rejected!	
GOBP_METANEPHRIC_TUBULE_MORPHOGENESIS	10		Rejected!	
GOBP_METANEPHROS_DEVELOPMENT	92		Rejected!	
GOBP_METANEPHROS_MORPHOGENESIS	30		Rejected!	
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_MEIOTIC_CELL_CYCLE	7		Rejected!	
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT	116	18		
GOBP_METENCEPHALON_DEVELOPMENT	121	19		
GOBP_METHIONINE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_METHIONINE_METABOLIC_PROCESS	16		Rejected!	
GOBP_METHYLATION	230	20		
GOBP_METHYLGLYOXAL_METABOLIC_PROCESS	6		Rejected!	
GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	20		Rejected!	
GOBP_MHC_CLASS_I_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_MICROAUTOPHAGY	22		Rejected!	
GOBP_MICROGLIAL_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	8		Rejected!	
GOBP_MICROGLIAL_CELL_MEDIATED_CYTOTOXICITY	5		Rejected!	
GOBP_MICROGLIAL_CELL_MIGRATION	8		Rejected!	
GOBP_MICROGLIAL_CELL_PROLIFERATION	9		Rejected!	
GOBP_MICROGLIA_DIFFERENTIATION	16		Rejected!	
GOBP_MICROTUBULE_ANCHORING	25		Rejected!	
GOBP_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER	14		Rejected!	
GOBP_MICROTUBULE_BASED_MOVEMENT	539	55		
GOBP_MICROTUBULE_BASED_PROCESS	1082	128		
GOBP_MICROTUBULE_BASED_TRANSPORT	246	33		
GOBP_MICROTUBULE_BUNDLE_FORMATION	139		Rejected!	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	701	85		
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	171	28		
GOBP_MICROTUBULE_DEPOLYMERIZATION	54		Rejected!	
GOBP_MICROTUBULE_NUCLEATION	51		Rejected!	
GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER	5		Rejected!	
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	31		Rejected!	
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	165	22		
GOBP_MICROTUBULE_POLYMERIZATION	105		Rejected!	
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	149	20		
GOBP_MICROTUBULE_SEVERING	13		Rejected!	
GOBP_MICROVILLUS_ASSEMBLY	15		Rejected!	
GOBP_MICROVILLUS_ORGANIZATION	25		Rejected!	
GOBP_MICTURITION	9		Rejected!	
GOBP_MIDBODY_ABSCISSION	24		Rejected!	
GOBP_MIDBRAIN_DEVELOPMENT	92		Rejected!	
GOBP_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	17		Rejected!	
GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT	7		Rejected!	
GOBP_MIDDLE_EAR_MORPHOGENESIS	22		Rejected!	
GOBP_MIDGUT_DEVELOPMENT	11		Rejected!	
GOBP_MIGRACYTOSIS	6		Rejected!	
GOBP_MINERALOCORTICOID_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_MINERALOCORTICOID_METABOLIC_PROCESS	14		Rejected!	
GOBP_MIRNA_CATABOLIC_PROCESS	18		Rejected!	
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION	99		Rejected!	
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_MRNA_DESTABILIZATION	105		Rejected!	
GOBP_MIRNA_METABOLIC_PROCESS	108	23		
GOBP_MIRNA_PROCESSING	47		Rejected!	
GOBP_MIRNA_TRANSCRIPTION	76	17		
GOBP_MISMATCH_REPAIR	36		Rejected!	
GOBP_MITOCHONDRIAL_ADP_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_MITOCHONDRIAL_ATP_TRANSMEMBRANE_TRANSPORT	8		Rejected!	
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	24		Rejected!	
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	24		Rejected!	
GOBP_MITOCHONDRIAL_DEPOLARIZATION	28		Rejected!	
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	20		Rejected!	
GOBP_MITOCHONDRIAL_DNA_REPAIR	6		Rejected!	
GOBP_MITOCHONDRIAL_DNA_REPLICATION	15		Rejected!	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	23		Rejected!	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	53		Rejected!	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_SUCCINATE_TO_UBIQUINONE	5		Rejected!	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	14		Rejected!	
GOBP_MITOCHONDRIAL_FISSION	44		Rejected!	
GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS	11		Rejected!	
GOBP_MITOCHONDRIAL_FUSION	35		Rejected!	
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	170		Rejected!	
GOBP_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT_ASSEMBLY	16		Rejected!	
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	120		Rejected!	
GOBP_MITOCHONDRIAL_MRNA_CATABOLIC_PROCESS	5		Rejected!	
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	31		Rejected!	
GOBP_MITOCHONDRIAL_PROTEIN_CATABOLIC_PROCESS	10		Rejected!	
GOBP_MITOCHONDRIAL_PROTEIN_PROCESSING	13		Rejected!	
GOBP_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_ASSEMBLY	8		Rejected!	
GOBP_MITOCHONDRIAL_RESPIRASOME_ASSEMBLY	9		Rejected!	
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	102		Rejected!	
GOBP_MITOCHONDRIAL_RIBOSOME_ASSEMBLY	27		Rejected!	
GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING	8		Rejected!	
GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	9		Rejected!	
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	63		Rejected!	
GOBP_MITOCHONDRIAL_RNA_MODIFICATION	16		Rejected!	
GOBP_MITOCHONDRIAL_RNA_PROCESSING	29		Rejected!	
GOBP_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT_ASSEMBLY	8		Rejected!	
GOBP_MITOCHONDRIAL_TRANSCRIPTION	19		Rejected!	
GOBP_MITOCHONDRIAL_TRANSLATION	131		Rejected!	
GOBP_MITOCHONDRIAL_TRANSLATIONAL_ELONGATION	5		Rejected!	
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	5		Rejected!	
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	25		Rejected!	
GOBP_MITOCHONDRIAL_TRANSPORT	95		Rejected!	
GOBP_MITOCHONDRIAL_TRNA_MODIFICATION	13		Rejected!	
GOBP_MITOCHONDRIAL_TRNA_PROCESSING	17		Rejected!	
GOBP_MITOCHONDRION_DISTRIBUTION	19		Rejected!	
GOBP_MITOCHONDRION_ENDOPLASMIC_RETICULUM_MEMBRANE_TETHERING	8		Rejected!	
GOBP_MITOCHONDRION_LOCALIZATION	59		Rejected!	
GOBP_MITOCHONDRION_ORGANIZATION	421	36		
GOBP_MITOPHAGY	100		Rejected!	
GOBP_MITOTIC_CELL_CYCLE	959	143		
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	148	30		
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	483	63		
GOBP_MITOTIC_CELL_CYCLE_PROCESS	811	119		
GOBP_MITOTIC_CHROMOSOME_CONDENSATION	19		Rejected!	
GOBP_MITOTIC_CYTOKINESIS	102		Rejected!	
GOBP_MITOTIC_CYTOKINETIC_PROCESS	39		Rejected!	
GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING	78	16		
GOBP_MITOTIC_DNA_REPLICATION	17		Rejected!	
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT_SIGNALING	13		Rejected!	
GOBP_MITOTIC_G1_S_TRANSITION_CHECKPOINT_SIGNALING	17		Rejected!	
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	36		Rejected!	
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	56		Rejected!	
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING	20		Rejected!	
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	72		Rejected!	
GOBP_MITOTIC_NUCLEAR_DIVISION	300	51		
GOBP_MITOTIC_NUCLEAR_MEMBRANE_DISASSEMBLY	9		Rejected!	
GOBP_MITOTIC_NUCLEAR_MEMBRANE_ORGANIZATION	10		Rejected!	
GOBP_MITOTIC_RECOMBINATION	28		Rejected!	
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	33		Rejected!	
GOBP_MITOTIC_SISTER_CHROMATID_COHESION_CENTROMERIC	7		Rejected!	
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	212	33		
GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	73		Rejected!	
GOBP_MITOTIC_SPINDLE_ASSEMBLY	78		Rejected!	
GOBP_MITOTIC_SPINDLE_ELONGATION	12		Rejected!	
GOBP_MITOTIC_SPINDLE_ORGANIZATION	139	22		
GOBP_MITRAL_VALVE_DEVELOPMENT	14		Rejected!	
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	757	86		
GOBP_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	19		Rejected!	
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	32		Rejected!	
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE	39		Rejected!	
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	47		Rejected!	
GOBP_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	35		Rejected!	
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	196	23		
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	43		Rejected!	
GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	25		Rejected!	
