NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	22		Rejected!	
GOBP_NUCLEOBASE_CATABOLIC_PROCESS	10		Rejected!	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	697	80		
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	237	25		
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION	8		Rejected!	
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	692	80		
GOBP_NUCLEOBASE_METABOLIC_PROCESS	42		Rejected!	
GOBP_NUCLEOBASE_TRANSPORT	13		Rejected!	
GOBP_NUCLEOLAR_CHROMATIN_ORGANIZATION	11		Rejected!	
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	33		Rejected!	
GOBP_NUCLEOLUS_ORGANIZATION	18		Rejected!	
GOBP_NUCLEOPHAGY	23		Rejected!	
GOBP_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	19		Rejected!	
GOBP_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	110	17		
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	137	22		
GOBP_NUCLEOSIDE_METABOLIC_PROCESS	45		Rejected!	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	43		Rejected!	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	21		Rejected!	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	79		Rejected!	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION	10		Rejected!	
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	327	35		
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	188	28		
GOBP_NUCLEOSIDE_SALVAGE	12		Rejected!	
GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	8		Rejected!	
GOBP_NUCLEOSIDE_TRANSPORT	10		Rejected!	
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	130		Rejected!	
GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	14		Rejected!	
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	286	32		
GOBP_NUCLEOSOME_ORGANIZATION	140	15		
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	30		Rejected!	
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_1_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	20		Rejected!	
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	231	26		
GOBP_NUCLEOTIDE_EXCISION_REPAIR	91		Rejected!	
GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING	6		Rejected!	
GOBP_NUCLEOTIDE_METABOLIC_PROCESS	501	55		
GOBP_NUCLEOTIDE_SALVAGE	26		Rejected!	
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	28		Rejected!	
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS	42		Rejected!	
GOBP_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT	13		Rejected!	
GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	28		Rejected!	
GOBP_NUCLEOTIDE_TRANSPORT	50		Rejected!	
GOBP_NUCLEUS_LOCALIZATION	34		Rejected!	
GOBP_NUCLEUS_ORGANIZATION	157	17		
GOBP_NUTRIENT_STORAGE	103		Rejected!	
GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	18		Rejected!	
GOBP_N_ACETYLNEURAMINATE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_N_ACETYLNEURAMINATE_METABOLIC_PROCESS	13		Rejected!	
GOBP_N_ACYLETHANOLAMINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_N_ACYLPHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	9		Rejected!	
GOBP_N_GLYCAN_PROCESSING	26		Rejected!	
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION	9		Rejected!	
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	17		Rejected!	
GOBP_N_TERMINAL_PROTEIN_LIPIDATION	6		Rejected!	
GOBP_OBSERVATIONAL_LEARNING	8		Rejected!	
GOBP_ODONTOBLAST_DIFFERENTIATION	18		Rejected!	
GOBP_ODONTOGENESIS	130	30		
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	89	23		
GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS	34		Rejected!	
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	171	20		
GOBP_OLFACTORY_BEHAVIOR	11		Rejected!	
GOBP_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT	9		Rejected!	
GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION	14		Rejected!	
GOBP_OLFACTORY_LOBE_DEVELOPMENT	40		Rejected!	
GOBP_OLFACTORY_NERVE_DEVELOPMENT	7		Rejected!	
GOBP_OLIGODENDROCYTE_DEVELOPMENT	47		Rejected!	
GOBP_OLIGODENDROCYTE_DIFFERENTIATION	104	16		
GOBP_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION	7		Rejected!	
GOBP_OLIGOPEPTIDE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORT	16		Rejected!	
GOBP_OLIGOPEPTIDE_TRANSPORT	20		Rejected!	
GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS	26		Rejected!	
GOBP_OLIGOSACCHARIDE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS	63		Rejected!	
GOBP_OMEGA_HYDROXYLASE_P450_PATHWAY	12		Rejected!	
GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE	6		Rejected!	
GOBP_ONE_CARBON_COMPOUND_TRANSPORT	27		Rejected!	
GOBP_ONE_CARBON_METABOLIC_PROCESS	24		Rejected!	
GOBP_OOCYTE_CONSTRUCTION	6		Rejected!	
GOBP_OOCYTE_DIFFERENTIATION	66		Rejected!	
GOBP_OOCYTE_MATURATION	36		Rejected!	
GOBP_OOGENESIS	113		Rejected!	
GOBP_OPERANT_CONDITIONING	6		Rejected!	
GOBP_OPSONIZATION	24		Rejected!	
GOBP_OPTIC_CUP_MORPHOGENESIS_INVOLVED_IN_CAMERA_TYPE_EYE_DEVELOPMENT	7		Rejected!	
GOBP_OPTIC_NERVE_DEVELOPMENT	18		Rejected!	
GOBP_OPTIC_NERVE_MORPHOGENESIS	6		Rejected!	
GOBP_ORGANELLE_ASSEMBLY	1127	130		
GOBP_ORGANELLE_DISASSEMBLY	76		Rejected!	
GOBP_ORGANELLE_FISSION	531	80		
GOBP_ORGANELLE_FUSION	184	26		
GOBP_ORGANELLE_INHERITANCE	16		Rejected!	
GOBP_ORGANELLE_LOCALIZATION	631	88		
GOBP_ORGANELLE_MEMBRANE_FUSION	139	20		
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	97	16		
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	351	43		
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	248	30		
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	961	108		
GOBP_ORGANIC_ACID_TRANSPORT	353	39		
GOBP_ORGANIC_ANION_TRANSPORT	462	50		
GOBP_ORGANIC_CATION_TRANSPORT	120	18		
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	291	42		
GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	28		Rejected!	
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	621	72		
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	252	34		
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	184	19		
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	1083	127		
GOBP_ORGAN_GROWTH	186	35		
GOBP_ORGAN_INDUCTION	23		Rejected!	
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	55		Rejected!	
GOBP_ORNITHINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_ORNITHINE_TRANSPORT	7		Rejected!	
GOBP_OSMOSENSORY_SIGNALING_PATHWAY	9		Rejected!	
GOBP_OSSIFICATION	453	75		
GOBP_OSTEOBLAST_DEVELOPMENT	16		Rejected!	
GOBP_OSTEOBLAST_DIFFERENTIATION	265	43		
GOBP_OSTEOBLAST_PROLIFERATION	34		Rejected!	
GOBP_OSTEOCLAST_DIFFERENTIATION	121	24		
GOBP_OSTEOCLAST_FUSION	6		Rejected!	
GOBP_OSTEOCLAST_PROLIFERATION	11		Rejected!	
GOBP_OTIC_VESICLE_DEVELOPMENT	15		Rejected!	
GOBP_OTIC_VESICLE_FORMATION	8		Rejected!	
GOBP_OTIC_VESICLE_MORPHOGENESIS	10		Rejected!	
GOBP_OTOLITH_DEVELOPMENT	11		Rejected!	
GOBP_OTOLITH_MORPHOGENESIS	6		Rejected!	
GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	22		Rejected!	
GOBP_OUTER_EAR_MORPHOGENESIS	9		Rejected!	
GOBP_OUTER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	14		Rejected!	
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	85	19		
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	28		Rejected!	
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	62		Rejected!	
GOBP_OVIDUCT_DEVELOPMENT	6		Rejected!	
GOBP_OVULATION	17		Rejected!	
GOBP_OVULATION_CYCLE	66	15		
GOBP_OVULATION_CYCLE_PROCESS	49		Rejected!	
GOBP_OVULATION_FROM_OVARIAN_FOLLICLE	10		Rejected!	
GOBP_OXALATE_TRANSPORT	12		Rejected!	
GOBP_OXALOACETATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_OXIDATIVE_DEMETHYLATION	11		Rejected!	
GOBP_OXIDATIVE_PHOSPHORYLATION	149		Rejected!	
GOBP_OXYGEN_METABOLIC_PROCESS	5		Rejected!	
GOBP_OXYGEN_TRANSPORT	15		Rejected!	
GOBP_P38MAPK_CASCADE	60		Rejected!	
GOBP_PALLIUM_DEVELOPMENT	199	23		
GOBP_PANCREAS_DEVELOPMENT	79		Rejected!	
GOBP_PANCREATIC_A_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_PANCREATIC_JUICE_SECRETION	11		Rejected!	
GOBP_PANTOTHENATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PARACELLULAR_TRANSPORT	8		Rejected!	
GOBP_PARACRINE_SIGNALING	9		Rejected!	
GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	7		Rejected!	
GOBP_PARANODAL_JUNCTION_ASSEMBLY	5		Rejected!	
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	18		Rejected!	
GOBP_PARATHYROID_GLAND_DEVELOPMENT	7		Rejected!	
GOBP_PARAXIAL_MESODERM_DEVELOPMENT	20		Rejected!	
GOBP_PARAXIAL_MESODERM_FORMATION	7		Rejected!	
GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	11		Rejected!	
GOBP_PARENTAL_BEHAVIOR	16		Rejected!	
GOBP_PARTURITION	14		Rejected!	
GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	8		Rejected!	
GOBP_PATTERN_SPECIFICATION_PROCESS	480	57		
GOBP_PENETRATION_OF_ZONA_PELLUCIDA	11		Rejected!	
GOBP_PENILE_ERECTION	5		Rejected!	
GOBP_PENTOSE_METABOLIC_PROCESS	13		Rejected!	
GOBP_PENTOSE_PHOSPHATE_SHUNT	19		Rejected!	
GOBP_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH	6		Rejected!	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX	16		Rejected!	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_I_PROTEIN_COMPLEX	6		Rejected!	
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	21		Rejected!	
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	28		Rejected!	
GOBP_PEPTIDE_CATABOLIC_PROCESS	20		Rejected!	
GOBP_PEPTIDE_CROSS_LINKING	18		Rejected!	
GOBP_PEPTIDE_METABOLIC_PROCESS	64		Rejected!	
GOBP_PEPTIDE_MODIFICATION	8		Rejected!	
GOBP_PEPTIDE_TRANSPORT	283	38		
GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS	6		Rejected!	
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	413	52		
GOBP_PEPTIDYL_ARGININE_METHYLATION	5		Rejected!	
GOBP_PEPTIDYL_ARGININE_MODIFICATION	6		Rejected!	
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION	21		Rejected!	
GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	23		Rejected!	
GOBP_PEPTIDYL_HISTIDINE_MODIFICATION	9		Rejected!	
GOBP_PEPTIDYL_LYSINE_ACETYLATION	16		Rejected!	
GOBP_PEPTIDYL_LYSINE_CROTONYLATION	6		Rejected!	
GOBP_PEPTIDYL_LYSINE_DIMETHYLATION	5		Rejected!	
GOBP_PEPTIDYL_LYSINE_HYDROXYLATION	7		Rejected!	
GOBP_PEPTIDYL_LYSINE_METHYLATION	18		Rejected!	
GOBP_PEPTIDYL_LYSINE_MODIFICATION	130		Rejected!	
GOBP_PEPTIDYL_LYSINE_MONOMETHYLATION	7		Rejected!	
GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION	7		Rejected!	
GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION	15		Rejected!	
GOBP_PEPTIDYL_PROLINE_MODIFICATION	8		Rejected!	
GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION	5		Rejected!	
GOBP_PEPTIDYL_SERINE_MODIFICATION	70		Rejected!	
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	9		Rejected!	
GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION	35		Rejected!	
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	11		Rejected!	
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION	20		Rejected!	
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	129	20		
GOBP_PERICARDIUM_DEVELOPMENT	18		Rejected!	
GOBP_PERICARDIUM_MORPHOGENESIS	8		Rejected!	
GOBP_PERICYTE_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT	30		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION	10		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	85	18		
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	15		Rejected!	
GOBP_PERIPHERAL_TOLERANCE_INDUCTION	5		Rejected!	
GOBP_PERISTALSIS	9		Rejected!	
GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	24		Rejected!	
GOBP_PEROXISOMAL_TRANSPORT	22		Rejected!	
GOBP_PEROXISOME_FISSION	12		Rejected!	
GOBP_PEROXISOME_ORGANIZATION	37		Rejected!	
GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	30		Rejected!	
GOBP_PHAGOCYTOSIS	250	25		
GOBP_PHAGOCYTOSIS_ENGULFMENT	48		Rejected!	
GOBP_PHAGOCYTOSIS_RECOGNITION	36		Rejected!	
GOBP_PHAGOLYSOSOME_ASSEMBLY	19		Rejected!	
GOBP_PHAGOSOME_ACIDIFICATION	7		Rejected!	
GOBP_PHAGOSOME_LYSOSOME_FUSION	14		Rejected!	
GOBP_PHAGOSOME_MATURATION	31		Rejected!	
GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS	11		Rejected!	
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	32		Rejected!	
GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	21		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	51		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS	15		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	119		Rejected!	
GOBP_PHENOTYPIC_SWITCHING	17		Rejected!	
GOBP_PHENYLALANINE_TRANSPORT	5		Rejected!	
GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	7		Rejected!	
GOBP_PHOSPHATE_ION_HOMEOSTASIS	19		Rejected!	
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	15		Rejected!	
GOBP_PHOSPHATE_ION_TRANSPORT	27		Rejected!	
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	39		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	15		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	27		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	74		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	12		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	28		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING	9		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	36		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	346	54		
GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	24		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	6		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	121	15		
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	26		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_MEDIATED_SIGNALING	25		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	150	20		
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	57		Rejected!	
GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	9		Rejected!	
GOBP_PHOSPHATIDYLSERINE_EXPOSURE_ON_APOPTOTIC_CELL_SURFACE	10		Rejected!	
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	22		Rejected!	
GOBP_PHOSPHOCREATINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	157		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_TACHYKININ_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_PHOSPHOLIPASE_C_PROTEIN_KINASE_C_SIGNAL_TRANSDUCTION	15		Rejected!	
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	256	29		
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	57		Rejected!	
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	40		Rejected!	
GOBP_PHOSPHOLIPID_EFFLUX	14		Rejected!	
GOBP_PHOSPHOLIPID_HOMEOSTASIS	20		Rejected!	
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	388	45		
GOBP_PHOSPHOLIPID_TRANSFER_TO_MEMBRANE	6		Rejected!	
GOBP_PHOSPHOLIPID_TRANSPORT	114		Rejected!	
GOBP_PHOSPHORUS_METABOLIC_PROCESS	1864	233		
GOBP_PHOSPHORYLATION	749	103		
GOBP_PHOTOPERIODISM	29		Rejected!	
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	55		Rejected!	
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	74		Rejected!	
GOBP_PHOTORECEPTOR_CELL_MAINTENANCE	46		Rejected!	
GOBP_PHOTORECEPTOR_CELL_MORPHOGENESIS	6		Rejected!	
GOBP_PHOTORECEPTOR_CELL_OUTER_SEGMENT_ORGANIZATION	15		Rejected!	
GOBP_PHOTOTRANSDUCTION	55		Rejected!	
GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	20		Rejected!	
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	29		Rejected!	
GOBP_PH_REDUCTION	7		Rejected!	
GOBP_PIECEMEAL_MICROAUTOPHAGY_OF_THE_NUCLEUS	18		Rejected!	
GOBP_PIGMENTATION	117		Rejected!	
GOBP_PIGMENT_ACCUMULATION	14		Rejected!	
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	59		Rejected!	
GOBP_PIGMENT_CELL_DIFFERENTIATION	34		Rejected!	
GOBP_PIGMENT_GRANULE_LOCALIZATION	25		Rejected!	
GOBP_PIGMENT_GRANULE_MATURATION	10		Rejected!	
GOBP_PIGMENT_GRANULE_ORGANIZATION	40		Rejected!	
GOBP_PIGMENT_METABOLIC_PROCESS	85		Rejected!	
GOBP_PINOCYTOSIS	23		Rejected!	
GOBP_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION	16		Rejected!	
GOBP_PIRNA_PROCESSING	22		Rejected!	
GOBP_PITUITARY_GLAND_DEVELOPMENT	43		Rejected!	
GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	34		Rejected!	
GOBP_PLACENTA_DEVELOPMENT	161	29		
GOBP_PLASMA_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	63		Rejected!	
GOBP_PLASMA_MEMBRANE_FUSION	35		Rejected!	
GOBP_PLASMA_MEMBRANE_ORGANIZATION	182	25		
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	31		Rejected!	
GOBP_PLASMA_MEMBRANE_RAFT_ASSEMBLY	10		Rejected!	
GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION	14		Rejected!	
GOBP_PLASMA_MEMBRANE_REPAIR	31		Rejected!	
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	11		Rejected!	
GOBP_PLASMA_MEMBRANE_TUBULATION	19		Rejected!	
GOBP_PLASMINOGEN_ACTIVATION	28		Rejected!	
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	10		Rejected!	
GOBP_PLATELET_ACTIVATION	143	22		
GOBP_PLATELET_AGGREGATION	79		Rejected!	
GOBP_PLATELET_DEGRANULATION	8		Rejected!	
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	25		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	7		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	15		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	63		Rejected!	
GOBP_PLATELET_MORPHOGENESIS	26		Rejected!	
GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	7		Rejected!	
GOBP_PML_BODY_ORGANIZATION	7		Rejected!	
GOBP_PODOCYTE_CELL_MIGRATION	7		Rejected!	
GOBP_PODOSOME_ASSEMBLY	19		Rejected!	
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	7		Rejected!	
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	23		Rejected!	
GOBP_POLAR_BODY_EXTRUSION_AFTER_MEIOTIC_DIVISIONS	6		Rejected!	
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_POLYAMINE_METABOLIC_PROCESS	19		Rejected!	
GOBP_POLYAMINE_TRANSPORT	17		Rejected!	
GOBP_POLYKETIDE_METABOLIC_PROCESS	10		Rejected!	
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	62		Rejected!	
GOBP_POLYOL_CATABOLIC_PROCESS	10		Rejected!	
GOBP_POLYOL_METABOLIC_PROCESS	107	17		
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	60		Rejected!	
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	35		Rejected!	
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	111	16		
GOBP_POLY_A_DEPENDENT_SNORNA_3_END_PROCESSING	8		Rejected!	
GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	25		Rejected!	
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	9		Rejected!	
GOBP_PONS_DEVELOPMENT	11		Rejected!	
GOBP_PORE_COMPLEX_ASSEMBLY	20		Rejected!	
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	53		Rejected!	
GOBP_POSITIVE_CHEMOTAXIS	73		Rejected!	
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	5		Rejected!	
